Total method loc: 10188
Total method aloc: 13870.30
Code compression rate: 26.55%
==============================
method	sloc	dloc	ncalls
com/android/deskclock/widget/multiwaveview/GlowPadView.handleDown:(Landroid/view/MotionEvent;)V	9	7.50	1
com/android/deskclock/widget/multiwaveview/GlowPadView.handleMove:(Landroid/view/MotionEvent;)V	54	27.91	4
com/android/deskclock/widget/multiwaveview/GlowPadView.handleUp:(Landroid/view/MotionEvent;)V	5	4.00	1
com/android/deskclock/widget/multiwaveview/GlowPadView.hideGlow:(I;I;F;Landroid/animation/Animator$AnimatorListener;)V	3	3.00	4
com/android/deskclock/widget/multiwaveview/GlowPadView.hideTargets:(Z;Z;)V	14	12.50	4
com/android/deskclock/widget/multiwaveview/GlowPadView.hideUnselected:(I;)V	3	1.75	1
com/android/deskclock/widget/multiwaveview/GlowPadView.highlightSelected:(I;)V	2	2.00	1
com/android/deskclock/widget/multiwaveview/GlowPadView.internalSetTargetResources:(I;)V	17	13.00	3
com/android/deskclock/widget/multiwaveview/GlowPadView.onDraw:(Landroid/graphics/Canvas;)V	8	6.25	1
com/android/deskclock/widget/multiwaveview/GlowPadView.onLayout:(Z;I;I;I;I;)V	22	20.00	1
com/android/deskclock/widget/multiwaveview/GlowPadView.onMeasure:(I;I;)V	6	6.00	1
com/android/deskclock/widget/multiwaveview/GlowPadView.ping:()V	9	3.88	2
com/android/deskclock/widget/multiwaveview/GlowPadView.reset:(Z;)V	7	7.00	1
com/android/deskclock/widget/multiwaveview/GlowPadView.resumeAnimations:()V	6	6.00	1
com/android/deskclock/widget/multiwaveview/GlowPadView.setDirectionDescriptionsResourceId:(I;)V	3	2.50	1
com/android/deskclock/widget/multiwaveview/GlowPadView.setEnableTarget:(I;Z;)V	5	2.50	1
com/android/deskclock/widget/multiwaveview/GlowPadView.setGrabbedState:(I;)V	10	3.75	2
com/android/deskclock/widget/multiwaveview/GlowPadView.setOnTriggerListener:(Lcom/android/deskclock/widget/multiwaveview/GlowPadView$OnTriggerListener;)V	1	1.00	1
com/android/deskclock/widget/multiwaveview/GlowPadView.setTargetDescriptionsResourceId:(I;)V	3	2.50	1
com/android/deskclock/widget/multiwaveview/GlowPadView.setTargetResources:(I;)V	4	3.00	1
com/android/deskclock/widget/multiwaveview/GlowPadView.setVibrateEnabled:(Z;)V	4	3.00	1
com/android/deskclock/widget/multiwaveview/GlowPadView.showGlow:(I;I;F;Landroid/animation/Animator$AnimatorListener;)V	3	3.00	2
com/android/deskclock/widget/multiwaveview/GlowPadView.showTargets:(Z;)V	11	9.50	1
com/android/deskclock/widget/multiwaveview/GlowPadView.startBackgroundAnimation:(I;F;)V	6	3.75	4
com/android/deskclock/widget/multiwaveview/GlowPadView.startWaveAnimation:()V	8	8.00	1
com/android/deskclock/widget/multiwaveview/GlowPadView$.onAnimationEnd:(Landroid/animation/Animator;)V	2	2.00	1
com/android/deskclock/widget/multiwaveview/GlowPadView.stopAndHideWaveAnimation:()V	2	2.00	2
com/android/deskclock/widget/multiwaveview/GlowPadView.suspendAnimations:()V	3	3.00	1
com/android/deskclock/widget/multiwaveview/GlowPadView.switchToState:(I;F;F;)V	32	19.25	8
com/android/deskclock/widget/multiwaveview/GlowPadView.updateGlowPosition:(F;F;)V	2	2.00	5
com/android/deskclock/widget/multiwaveview/GlowPadView.updatePointCloudPosition:(F;F;)V	1	1.00	2
com/android/deskclock/widget/multiwaveview/GlowPadView.updateTargetPositions:(F;F;)V	10	7.00	2
com/android/deskclock/widget/multiwaveview/GlowPadView.vibrate:()V	2	1.50	2
com/android/deskclock/widget/multiwaveview/PointCloud$GlowManager.getAlpha:()F	1	1.00	0
com/android/deskclock/widget/multiwaveview/PointCloud$GlowManager.getRadius:()F	1	1.00	0
com/android/deskclock/widget/multiwaveview/PointCloud$GlowManager.getX:()F	1	1.00	0
com/android/deskclock/widget/multiwaveview/PointCloud$GlowManager.getY:()F	1	1.00	0
com/android/deskclock/widget/multiwaveview/PointCloud$GlowManager.setAlpha:(F;)V	1	1.00	0
com/android/deskclock/widget/multiwaveview/PointCloud$GlowManager.setRadius:(F;)V	1	1.00	1
com/android/deskclock/widget/multiwaveview/PointCloud$GlowManager.setX:(F;)V	1	1.00	1
com/android/deskclock/widget/multiwaveview/PointCloud$GlowManager.setY:(F;)V	1	1.00	1
com/android/deskclock/widget/multiwaveview/PointCloud$Point.<init>:(F;F;F;)V	3	3.00	1
com/android/deskclock/widget/multiwaveview/PointCloud$WaveManager.getAlpha:()F	1	1.00	0
com/android/deskclock/widget/multiwaveview/PointCloud$WaveManager.getRadius:()F	1	1.00	0
com/android/deskclock/widget/multiwaveview/PointCloud$WaveManager.setAlpha:(F;)V	1	1.00	3
com/android/deskclock/widget/multiwaveview/PointCloud$WaveManager.setRadius:(F;)V	1	1.00	2
com/android/deskclock/widget/multiwaveview/PointCloud.<init>:(Landroid/graphics/drawable/Drawable;)V	8	7.50	1
com/android/deskclock/widget/multiwaveview/PointCloud.getScale:()F	1	1.00	1
com/android/deskclock/widget/multiwaveview/PointCloud.hypot:(F;F;)F	1	1.00	2
com/android/deskclock/widget/multiwaveview/PointCloud.interp:(F;F;F;)F	1	1.00	1
com/android/deskclock/widget/multiwaveview/PointCloud.max:(F;F;)F	1	1.00	3
com/android/deskclock/widget/multiwaveview/PointCloud.getAlphaForPoint:(Lcom/android/deskclock/widget/multiwaveview/PointCloud$Point;)I	12	10.00	1
com/android/deskclock/widget/multiwaveview/PointCloud.draw:(Landroid/graphics/Canvas;)V	25	12.00	1
com/android/deskclock/widget/multiwaveview/PointCloud.makePointCloud:(F;F;)V	20	13.50	1
com/android/deskclock/widget/multiwaveview/PointCloud.setCenter:(F;F;)V	2	2.00	1
com/android/deskclock/widget/multiwaveview/PointCloud.setScale:(F;)V	1	1.00	1
com/android/deskclock/widget/multiwaveview/TargetDrawable.<init>:(Landroid/content/res/Resources;I;I;)V	3	3.00	3
com/android/deskclock/widget/multiwaveview/TargetDrawable.<init>:(Lcom/android/deskclock/widget/multiwaveview/TargetDrawable;)V	4	4.00	1
com/android/deskclock/widget/multiwaveview/TargetDrawable.isActive:()Z	7	3.88	1
com/android/deskclock/widget/multiwaveview/TargetDrawable.isEnabled:()Z	1	1.00	1
com/android/deskclock/widget/multiwaveview/TargetDrawable.getAlpha:()F	1	1.00	1
com/android/deskclock/widget/multiwaveview/TargetDrawable.getPositionX:()F	1	1.00	1
com/android/deskclock/widget/multiwaveview/TargetDrawable.getPositionY:()F	1	1.00	1
com/android/deskclock/widget/multiwaveview/TargetDrawable.getScaleX:()F	1	1.00	1
com/android/deskclock/widget/multiwaveview/TargetDrawable.getScaleY:()F	1	1.00	1
com/android/deskclock/widget/multiwaveview/TargetDrawable.getX:()F	1	1.00	1
com/android/deskclock/widget/multiwaveview/TargetDrawable.getY:()F	1	1.00	1
com/android/deskclock/widget/multiwaveview/TargetDrawable.getHeight:()I	1	1.00	6
com/android/deskclock/widget/multiwaveview/TargetDrawable.getResourceId:()I	1	1.00	4
com/android/deskclock/widget/multiwaveview/TargetDrawable.getWidth:()I	1	1.00	8
com/android/deskclock/widget/multiwaveview/TargetDrawable.draw:(Landroid/graphics/Canvas;)V	9	8.50	3
com/android/deskclock/widget/multiwaveview/TargetDrawable.resizeDrawables:()V	20	8.38	2
com/android/deskclock/widget/multiwaveview/TargetDrawable.setAlpha:(F;)V	1	1.00	5
com/android/deskclock/widget/multiwaveview/TargetDrawable.setDrawable:(Landroid/content/res/Resources;I;)V	4	4.00	2
com/android/deskclock/widget/multiwaveview/TargetDrawable.setEnabled:(Z;)V	1	1.00	1
com/android/deskclock/widget/multiwaveview/TargetDrawable.setPositionX:(F;)V	1	1.00	3
com/android/deskclock/widget/multiwaveview/TargetDrawable.setPositionY:(F;)V	1	1.00	3
com/android/deskclock/widget/multiwaveview/TargetDrawable.setScaleX:(F;)V	1	1.00	1
com/android/deskclock/widget/multiwaveview/TargetDrawable.setScaleY:(F;)V	1	1.00	1
com/android/deskclock/widget/multiwaveview/TargetDrawable.setState:([I;)V	3	2.00	10
com/android/deskclock/widget/multiwaveview/TargetDrawable.setX:(F;)V	1	1.00	1
com/android/deskclock/widget/multiwaveview/TargetDrawable.setY:(F;)V	1	1.00	1
com/android/deskclock/widget/multiwaveview/Tweener$.onAnimationCancel:(Landroid/animation/Animator;)V	1	1.00	1
com/android/deskclock/widget/multiwaveview/Tweener$.onAnimationEnd:(Landroid/animation/Animator;)V	1	1.00	1
com/android/deskclock/widget/multiwaveview/Tweener.<init>:(Landroid/animation/ObjectAnimator;)V	1	1.00	1
com/android/deskclock/widget/multiwaveview/Tweener.from:(Ljava/lang/Object;J;[Ljava/lang/Object;)Lcom/android/deskclock/widget/multiwaveview/Tweener	1	1.00	1
com/android/deskclock/widget/multiwaveview/Tweener.to:(Ljava/lang/Object;J;[Ljava/lang/Object;)Lcom/android/deskclock/widget/multiwaveview/Tweener	52	31.75	9
com/android/deskclock/widget/multiwaveview/Tweener.remove:(Landroid/animation/Animator;)V	8	3.88	2
com/android/deskclock/widget/multiwaveview/Tweener.replace:(Ljava/util/ArrayList;[Ljava/lang/Object;)V	8	3.00	1
com/android/deskclock/widget/multiwaveview/Tweener.reset:()V	5	3.25	1
com/android/deskclock/widget/sgv/GridAdapter.<init>:()V	1	1.00	1
com/android/deskclock/widget/sgv/GridAdapter.getFooterView:()Landroid/view/View	1	1.00	1
com/android/deskclock/widget/sgv/GridAdapter.getHeaderView:()Landroid/view/View	1	1.00	1
com/android/deskclock/widget/sgv/GridAdapter.getView:(Ljava/lang/Object;I;Landroid/view/View;Landroid/view/ViewGroup;I;)Landroid/view/View	1	1.00	2
com/android/deskclock/widget/sgv/GridAdapter.hasFooter:()Z	1	1.00	1
com/android/deskclock/widget/sgv/GridAdapter.hasHeader:()Z	1	1.00	1
com/android/deskclock/widget/sgv/GridAdapter.hasStableIds:()Z	1	1.00	1
com/android/deskclock/widget/sgv/GridAdapter.isDraggable:(I;)Z	1	1.00	1
com/android/deskclock/widget/sgv/GridAdapter.getFirstChangedPosition:()I	1	1.00	1
com/android/deskclock/widget/sgv/GridAdapter.getItemViewType:(Ljava/lang/Object;I;)I	1	1.00	2
com/android/deskclock/widget/sgv/GridAdapter.getReorderingArea:(I;Z;)I	1	1.00	1
com/android/deskclock/widget/sgv/GridAdapter.getReorderingDirection:()I	1	1.00	1
com/android/deskclock/widget/sgv/GridAdapter.getItemId:(Ljava/lang/Object;I;)J	1	1.00	1
com/android/deskclock/widget/sgv/GridAdapter.getItemIdFromView:(Landroid/view/View;I;)J	4	3.50	1
com/android/deskclock/widget/sgv/GridAdapter.setFooterView:(Landroid/view/View;)V	1	1.00	1
com/android/deskclock/widget/sgv/GridAdapter.setHeaderView:(Landroid/view/View;)V	1	1.00	1
com/android/deskclock/widget/sgv/GridAdapter.setItemId:(Landroid/view/View;J;)V	1	1.00	1
com/android/deskclock/widget/sgv/OverScrollerSGV$SplineOverScroller.<init>:(Landroid/content/Context;)V	3	3.00	2
com/android/deskclock/widget/sgv/OverScrollerSGV$SplineOverScroller.continueWhenFinished:()Z	19	11.00	2
com/android/deskclock/widget/sgv/OverScrollerSGV$SplineOverScroller.springback:(I;I;I;)Z	10	9.00	2
com/android/deskclock/widget/sgv/OverScrollerSGV$SplineOverScroller.update:()Z	35	21.00	3
com/android/deskclock/widget/sgv/OverScrollerSGV$SplineOverScroller.getSplineDeceleration:(I;)D	1	1.00	2
com/android/deskclock/widget/sgv/OverScrollerSGV$SplineOverScroller.getSplineFlingDistance:(I;)D	3	3.00	2
com/android/deskclock/widget/sgv/OverScrollerSGV$SplineOverScroller.getDeceleration:(I;)F	1	1.00	3
com/android/deskclock/widget/sgv/OverScrollerSGV$SplineOverScroller.getSplineFlingDuration:(I;)I	3	3.00	1
com/android/deskclock/widget/sgv/OverScrollerSGV$SplineOverScroller.adjustDuration:(I;I;I;)V	11	8.00	2
com/android/deskclock/widget/sgv/OverScrollerSGV$SplineOverScroller.extendDuration:(I;)V	4	4.00	2
com/android/deskclock/widget/sgv/OverScrollerSGV$SplineOverScroller.finish:()V	2	2.00	4
com/android/deskclock/widget/sgv/OverScrollerSGV$SplineOverScroller.fitOnBounceCurve:(I;I;I;)V	7	7.00	1
com/android/deskclock/widget/sgv/OverScrollerSGV$SplineOverScroller.fling:(I;I;I;I;I;)V	22	18.00	3
com/android/deskclock/widget/sgv/OverScrollerSGV$SplineOverScroller.notifyEdgeReached:(I;I;I;)V	4	2.50	2
com/android/deskclock/widget/sgv/OverScrollerSGV$SplineOverScroller.onEdgeReached:()V	9	8.00	2
com/android/deskclock/widget/sgv/OverScrollerSGV$SplineOverScroller.setFinalPosition:(I;)V	2	2.00	2
com/android/deskclock/widget/sgv/OverScrollerSGV$SplineOverScroller.setFriction:(F;)V	1	1.00	2
com/android/deskclock/widget/sgv/OverScrollerSGV$SplineOverScroller.startAfterEdge:(I;I;I;I;)V	16	11.00	2
com/android/deskclock/widget/sgv/OverScrollerSGV$SplineOverScroller.startBounceAfterEdge:(I;I;I;)V	3	3.00	1
com/android/deskclock/widget/sgv/OverScrollerSGV$SplineOverScroller.startScroll:(I;I;I;)V	7	7.00	2
com/android/deskclock/widget/sgv/OverScrollerSGV$SplineOverScroller.startSpringback:(I;I;I;)V	9	9.00	4
com/android/deskclock/widget/sgv/OverScrollerSGV$SplineOverScroller.updateScroll:(F;)V	1	1.00	2
com/android/deskclock/widget/sgv/OverScrollerSGV.<init>:(Landroid/content/Context;)V	1	1.00	1
com/android/deskclock/widget/sgv/OverScrollerSGV.<init>:(Landroid/content/Context;Landroid/view/animation/Interpolator;)V	1	1.00	1
com/android/deskclock/widget/sgv/OverScrollerSGV.<init>:(Landroid/content/Context;Landroid/view/animation/Interpolator;Z;)V	4	4.00	3
com/android/deskclock/widget/sgv/OverScrollerSGV.<init>:(Landroid/content/Context;Landroid/view/animation/Interpolator;F;F;)V	1	1.00	1
com/android/deskclock/widget/sgv/OverScrollerSGV.<init>:(Landroid/content/Context;Landroid/view/animation/Interpolator;F;F;Z;)V	1	1.00	1
com/android/deskclock/widget/sgv/OverScrollerSGV.computeScrollOffset:()Z	29	12.63	3
com/android/deskclock/widget/sgv/OverScrollerSGV.isFinished:()Z	1	1.00	4
com/android/deskclock/widget/sgv/OverScrollerSGV.isOverScrolled:()Z	1	1.00	1
com/android/deskclock/widget/sgv/OverScrollerSGV.isScrollingInDirection:(F;F;)Z	3	3.00	1
com/android/deskclock/widget/sgv/OverScrollerSGV.springBack:(I;I;I;I;I;I;)Z	4	4.00	1
com/android/deskclock/widget/sgv/OverScrollerSGV.getCurrVelocity:()F	3	3.00	2
com/android/deskclock/widget/sgv/OverScrollerSGV.getCurrX:()I	1	1.00	1
com/android/deskclock/widget/sgv/OverScrollerSGV.getCurrY:()I	1	1.00	2
com/android/deskclock/widget/sgv/OverScrollerSGV.getDuration:()I	1	1.00	1
com/android/deskclock/widget/sgv/OverScrollerSGV.getFinalX:()I	1	1.00	1
com/android/deskclock/widget/sgv/OverScrollerSGV.getFinalY:()I	1	1.00	1
com/android/deskclock/widget/sgv/OverScrollerSGV.getStartX:()I	1	1.00	1
com/android/deskclock/widget/sgv/OverScrollerSGV.getStartY:()I	1	1.00	1
com/android/deskclock/widget/sgv/OverScrollerSGV.timePassed:()I	3	3.00	1
com/android/deskclock/widget/sgv/OverScrollerSGV.abortAnimation:()V	2	2.00	6
com/android/deskclock/widget/sgv/OverScrollerSGV.extendDuration:(I;)V	2	2.00	1
com/android/deskclock/widget/sgv/OverScrollerSGV.fling:(I;I;I;I;I;I;I;I;)V	1	1.00	1
com/android/deskclock/widget/sgv/OverScrollerSGV.fling:(I;I;I;I;I;I;I;I;I;I;)V	9	6.00	1
com/android/deskclock/widget/sgv/OverScrollerSGV.forceFinished:(Z;)V	1	1.00	1
com/android/deskclock/widget/sgv/OverScrollerSGV.notifyHorizontalEdgeReached:(I;I;I;)V	1	1.00	1
com/android/deskclock/widget/sgv/OverScrollerSGV.notifyVerticalEdgeReached:(I;I;I;)V	1	1.00	1
com/android/deskclock/widget/sgv/OverScrollerSGV.setFinalX:(I;)V	1	1.00	1
com/android/deskclock/widget/sgv/OverScrollerSGV.setFinalY:(I;)V	1	1.00	1
com/android/deskclock/widget/sgv/OverScrollerSGV.setFriction:(F;)V	2	2.00	1
com/android/deskclock/widget/sgv/OverScrollerSGV.setInterpolator:(Landroid/view/animation/Interpolator;)V	1	1.00	1
com/android/deskclock/widget/sgv/OverScrollerSGV.startScroll:(I;I;I;I;)V	1	1.00	1
com/android/deskclock/widget/sgv/OverScrollerSGV.startScroll:(I;I;I;I;I;)V	3	3.00	1
com/android/deskclock/widget/sgv/ReorderHelper$ReorderView.<init>:(Landroid/view/View;I;J;)V	3	3.00	3
com/android/deskclock/widget/sgv/ReorderHelper.<init>:(Lcom/android/deskclock/widget/sgv/StaggeredGridView$ReorderListener;Lcom/android/deskclock/widget/sgv/StaggeredGridView;)V	6	5.00	1
com/android/deskclock/widget/sgv/ReorderHelper.getDraggedChild:()Landroid/view/View	1	1.00	1
com/android/deskclock/widget/sgv/ReorderHelper.getReorderableChildAtCoordinate:(Landroid/graphics/Point;)Landroid/view/View	10	6.50	2
com/android/deskclock/widget/sgv/ReorderHelper.handleDrop:(Landroid/graphics/Point;)Z	14	9.75	2
com/android/deskclock/widget/sgv/ReorderHelper.hasReorderListener:()Z	1	1.00	3
com/android/deskclock/widget/sgv/ReorderHelper.isOverReorderingArea:()Z	1	1.00	1
com/android/deskclock/widget/sgv/ReorderHelper.getCurrentDraggedOverChildPosition:()I	3	2.50	1
com/android/deskclock/widget/sgv/ReorderHelper.getDraggedChildPosition:()I	1	1.00	1
com/android/deskclock/widget/sgv/ReorderHelper.getDraggedChildId:()J	1	1.00	3
com/android/deskclock/widget/sgv/ReorderHelper.clearDraggedChild:()V	1	1.00	1
com/android/deskclock/widget/sgv/ReorderHelper.clearDraggedChildId:()V	1	1.00	2
com/android/deskclock/widget/sgv/ReorderHelper.clearDraggedOverChild:()V	1	1.00	1
com/android/deskclock/widget/sgv/ReorderHelper.enableUpdatesOnDrag:(Z;)V	1	1.00	1
com/android/deskclock/widget/sgv/ReorderHelper.handleDrag:(Landroid/graphics/Point;)V	15	10.00	1
com/android/deskclock/widget/sgv/ReorderHelper.handleDragCancelled:(Landroid/view/View;)V	1	1.00	1
com/android/deskclock/widget/sgv/ReorderHelper.handleDragStart:(Landroid/view/View;I;J;Landroid/graphics/Point;)V	4	4.00	1
com/android/deskclock/widget/sgv/ReorderHelper.updateDraggedChildView:(Landroid/view/View;)V	2	1.50	2
com/android/deskclock/widget/sgv/ReorderHelper.updateDraggedOverChild:(Landroid/view/View;)V	2	2.00	2
com/android/deskclock/widget/sgv/ReorderHelper.updateDraggedOverChildView:(Landroid/view/View;)V	2	1.50	2
com/android/deskclock/widget/sgv/SgvAnimationHelper.getDefaultAnimationInterpolator:()Landroid/view/animation/Interpolator	1	1.00	1
com/android/deskclock/widget/sgv/SgvAnimationHelper.getDefaultAnimationDuration:()I	1	1.00	2
com/android/deskclock/widget/sgv/SgvAnimationHelper.addCollapseOutAnimators:(Ljava/util/List;Landroid/view/View;)V	1	1.00	1
com/android/deskclock/widget/sgv/SgvAnimationHelper.addCollapseOutAnimators:(Ljava/util/List;Landroid/view/View;I;)V	11	11.00	1
com/android/deskclock/widget/sgv/SgvAnimationHelper$.onAnimationEnd:(Landroid/animation/Animator;)V	2	2.00	1
com/android/deskclock/widget/sgv/SgvAnimationHelper.addExpandInAnimators:(Ljava/util/List;Landroid/view/View;I;)V	12	12.00	1
com/android/deskclock/widget/sgv/SgvAnimationHelper$.onAnimationEnd:(Landroid/animation/Animator;)V	2	2.00	1
com/android/deskclock/widget/sgv/SgvAnimationHelper.addFadeAnimators:(Ljava/util/List;Landroid/view/View;F;F;)V	1	1.00	1
com/android/deskclock/widget/sgv/SgvAnimationHelper.addFadeAnimators:(Ljava/util/List;Landroid/view/View;F;F;I;)V	14	13.50	6
com/android/deskclock/widget/sgv/SgvAnimationHelper$.onAnimationEnd:(Landroid/animation/Animator;)V	2	2.00	1
com/android/deskclock/widget/sgv/SgvAnimationHelper.addFlyOutAnimators:(Ljava/util/List;Landroid/view/View;I;I;)V	1	1.00	1
com/android/deskclock/widget/sgv/SgvAnimationHelper.addFlyOutAnimators:(Ljava/util/List;Landroid/view/View;I;I;I;)V	1	1.00	1
com/android/deskclock/widget/sgv/SgvAnimationHelper.addSlideInFromRightAnimators:(Ljava/util/List;Landroid/view/View;I;I;)V	2	2.00	1
com/android/deskclock/widget/sgv/SgvAnimationHelper.addSlideOutAnimators:(Ljava/util/List;Landroid/view/View;I;I;)V	1	1.00	1
com/android/deskclock/widget/sgv/SgvAnimationHelper.addSlideOutAnimators:(Ljava/util/List;Landroid/view/View;I;I;I;)V	2	2.00	1
com/android/deskclock/widget/sgv/SgvAnimationHelper.addTranslationRotationAnimators:(Ljava/util/List;Landroid/view/View;I;I;F;I;)V	18	18.00	3
com/android/deskclock/widget/sgv/SgvAnimationHelper$.onAnimationCancel:(Landroid/animation/Animator;)V	1	1.00	1
com/android/deskclock/widget/sgv/SgvAnimationHelper$.onAnimationEnd:(Landroid/animation/Animator;)V	3	2.50	1
com/android/deskclock/widget/sgv/SgvAnimationHelper.addXTranslationAnimators:(Ljava/util/List;Landroid/view/View;I;I;I;Landroid/animation/Animator$AnimatorListener;)V	8	7.50	3
com/android/deskclock/widget/sgv/SgvAnimationHelper.addXYTranslationAnimators:(Ljava/util/List;Landroid/view/View;I;I;I;)V	2	2.00	2
com/android/deskclock/widget/sgv/SgvAnimationHelper.addYTranslationAnimators:(Ljava/util/List;Landroid/view/View;I;I;I;Landroid/animation/Animator$AnimatorListener;)V	8	7.50	2
com/android/deskclock/widget/sgv/SgvAnimationHelper.initialize:(Landroid/content/Context;)V	10	8.50	1
com/android/deskclock/widget/sgv/StaggeredGridView$AdapterDataSetObserver.onChanged:()V	16	12.25	1
com/android/deskclock/widget/sgv/StaggeredGridView$AdapterDataSetObserver.onInvalidated:()V	0	0.00	1
com/android/deskclock/widget/sgv/StaggeredGridView$LayoutParams.<init>:(Landroid/content/Context;Landroid/util/AttributeSet;)V	10	8.00	1
com/android/deskclock/widget/sgv/StaggeredGridView$LayoutParams.<init>:(Landroid/view/ViewGroup$LayoutParams;)V	7	5.00	1
com/android/deskclock/widget/sgv/StaggeredGridView$LayoutParams.<init>:(I;)V	4	3.00	1
com/android/deskclock/widget/sgv/StaggeredGridView$LayoutRecord.getMarginAbove:(I;)I	3	2.50	3
com/android/deskclock/widget/sgv/StaggeredGridView$LayoutRecord.getMarginBelow:(I;)I	3	2.50	3
com/android/deskclock/widget/sgv/StaggeredGridView$LayoutRecord.toString:()Ljava/lang/String	7	4.75	3
com/android/deskclock/widget/sgv/StaggeredGridView$LayoutRecord.ensureMargins:()V	2	1.50	2
com/android/deskclock/widget/sgv/StaggeredGridView$LayoutRecord.setMarginAbove:(I;I;)V	4	3.50	1
com/android/deskclock/widget/sgv/StaggeredGridView$LayoutRecord.setMarginBelow:(I;I;)V	4	3.50	1
com/android/deskclock/widget/sgv/StaggeredGridView$RecycleBin.getScrapView:(I;)Landroid/view/View	6	5.50	2
com/android/deskclock/widget/sgv/StaggeredGridView$RecycleBin.getTransientStateView:(I;)Landroid/view/View	6	5.00	1
com/android/deskclock/widget/sgv/StaggeredGridView$RecycleBin.getView:(I;J;)Landroid/view/View	10	6.50	0
com/android/deskclock/widget/sgv/StaggeredGridView$RecycleBin.addScrap:(Landroid/view/View;)V	20	15.50	7
com/android/deskclock/widget/sgv/StaggeredGridView$RecycleBin.clear:()V	5	4.00	1
com/android/deskclock/widget/sgv/StaggeredGridView$RecycleBin.clearTransientViews:()V	2	1.50	1
com/android/deskclock/widget/sgv/StaggeredGridView$RecycleBin.setViewTypeCount:(I;)V	9	7.50	1
com/android/deskclock/widget/sgv/StaggeredGridView$SavedState$.createFromParcel:(Landroid/os/Parcel;)Lcom/android/deskclock/widget/sgv/StaggeredGridView$SavedState	1	1.00	1
com/android/deskclock/widget/sgv/StaggeredGridView$SavedState$.newArray:(I;)[Lcom/android/deskclock/widget/sgv/StaggeredGridView$SavedState	1	1.00	1
com/android/deskclock/widget/sgv/StaggeredGridView$SavedState.<init>:(Landroid/os/Parcel;)V	4	4.00	1
com/android/deskclock/widget/sgv/StaggeredGridView$SavedState.<init>:(Landroid/os/Parcelable;)V	1	1.00	1
com/android/deskclock/widget/sgv/StaggeredGridView$SavedState.toString:()Ljava/lang/String	1	1.00	3
com/android/deskclock/widget/sgv/StaggeredGridView$SavedState.writeToParcel:(Landroid/os/Parcel;I;)V	4	4.00	1
com/android/deskclock/widget/sgv/StaggeredGridView$ScrollState$.createFromParcel:(Landroid/os/Parcel;)Lcom/android/deskclock/widget/sgv/StaggeredGridView$ScrollState	1	1.00	1
com/android/deskclock/widget/sgv/StaggeredGridView$ScrollState$.newArray:(I;)[Lcom/android/deskclock/widget/sgv/StaggeredGridView$ScrollState	1	1.00	1
com/android/deskclock/widget/sgv/StaggeredGridView$ScrollState.<init>:(Landroid/os/Parcel;)V	3	3.00	1
com/android/deskclock/widget/sgv/StaggeredGridView$ScrollState.<init>:(J;I;I;)V	3	3.00	2
com/android/deskclock/widget/sgv/StaggeredGridView$ScrollState.describeContents:()I	1	1.00	0
com/android/deskclock/widget/sgv/StaggeredGridView$ScrollState.getAdapterPosition:()I	1	1.00	2
com/android/deskclock/widget/sgv/StaggeredGridView$ScrollState.getVerticalOffset:()I	1	1.00	2
com/android/deskclock/widget/sgv/StaggeredGridView$ScrollState.toString:()Ljava/lang/String	1	1.00	3
com/android/deskclock/widget/sgv/StaggeredGridView$ScrollState.getItemId:()J	1	1.00	2
com/android/deskclock/widget/sgv/StaggeredGridView$ScrollState.setVerticalOffset:(I;)V	1	1.00	0
com/android/deskclock/widget/sgv/StaggeredGridView$ScrollState.writeToParcel:(Landroid/os/Parcel;I;)V	3	3.00	0
com/android/deskclock/widget/sgv/StaggeredGridView$ViewRectPair.<init>:(Landroid/view/View;Landroid/graphics/Rect;)V	2	2.00	2
com/android/deskclock/widget/sgv/StaggeredGridView$.run:()V	11	8.00	1
com/android/deskclock/widget/sgv/StaggeredGridView.<init>:(Landroid/content/Context;)V	1	1.00	1
com/android/deskclock/widget/sgv/StaggeredGridView.<init>:(Landroid/content/Context;Landroid/util/AttributeSet;)V	1	1.00	1
com/android/deskclock/widget/sgv/StaggeredGridView.<init>:(Landroid/content/Context;Landroid/util/AttributeSet;I;)V	17	17.00	1
com/android/deskclock/widget/sgv/StaggeredGridView.createDraggedChildBitmap:(Landroid/view/View;)Landroid/graphics/Bitmap	12	9.50	1
com/android/deskclock/widget/sgv/StaggeredGridView.onSaveInstanceState:()Landroid/os/Parcelable	9	8.00	1
com/android/deskclock/widget/sgv/StaggeredGridView.getChildAtCoordinate:(I;I;)Landroid/view/View	10	7.25	1
com/android/deskclock/widget/sgv/StaggeredGridView.getEmptyView:()Landroid/view/View	1	1.00	1
com/android/deskclock/widget/sgv/StaggeredGridView.obtainView:(I;)Landroid/view/View	31	24.75	1
com/android/deskclock/widget/sgv/StaggeredGridView.obtainView:(I;Landroid/view/View;)Landroid/view/View	28	18.25	4
com/android/deskclock/widget/sgv/StaggeredGridView.generateLayoutParams:(Landroid/util/AttributeSet;)Landroid/view/ViewGroup$LayoutParams	1	1.00	1
com/android/deskclock/widget/sgv/StaggeredGridView.checkLayoutParams:(Landroid/view/ViewGroup$LayoutParams;)Z	1	1.00	2
com/android/deskclock/widget/sgv/StaggeredGridView.contentFits:()Z	10	7.00	1
