Total method loc: 10188
Total method aloc: 13870.30
Code compression rate: 26.55%
==============================
method	sloc	dloc	ncalls
com/android/deskclock/stopwatch/StopwatchFragment.releaseWakeLock:()V	2	1.50	4
com/android/deskclock/stopwatch/StopwatchFragment.rightButtonAction:()V	24	17.00	1
com/android/deskclock/stopwatch/StopwatchFragment.setButton:(Landroid/widget/ImageButton;I;I;Z;I;)V	4	4.00	3
com/android/deskclock/stopwatch/StopwatchFragment.setButtons:(I;)V	18	11.50	5
com/android/deskclock/stopwatch/StopwatchFragment.setStartStopText:(Landroid/view/ViewGroup;Landroid/widget/TextView;I;)V	18	12.50	3
com/android/deskclock/stopwatch/StopwatchFragment$.onPreDraw:()Z	5	4.50	1
com/android/deskclock/stopwatch/StopwatchFragment.showLaps:()V	20	10.75	4
com/android/deskclock/stopwatch/StopwatchFragment.showShareButton:(Z;)V	3	2.00	3
com/android/deskclock/stopwatch/StopwatchFragment.showSharePopup:()V	57	48.00	1
com/android/deskclock/stopwatch/StopwatchFragment$.onItemClick:(Landroid/widget/AdapterView;Landroid/view/View;I;J;)V	11	9.50	1
com/android/deskclock/stopwatch/StopwatchFragment$.onDismiss:()V	1	1.00	1
com/android/deskclock/stopwatch/StopwatchFragment.startUpdateThread:()V	1	1.00	2
com/android/deskclock/stopwatch/StopwatchFragment.stopUpdateThread:()V	1	1.00	2
com/android/deskclock/stopwatch/StopwatchFragment.updateCurrentLap:(J;)V	8	4.00	2
com/android/deskclock/stopwatch/StopwatchFragment.writeToSharedPref:(Landroid/content/SharedPreferences;)V	25	16.25	1
com/android/deskclock/stopwatch/StopwatchService.onBind:(Landroid/content/Intent;)Landroid/os/IBinder	1	1.00	1
com/android/deskclock/stopwatch/StopwatchService.showSavedNotification:()Z	13	9.75	1
com/android/deskclock/stopwatch/StopwatchService.onStartCommand:(Landroid/content/Intent;I;I;)I	56	33.75	1
com/android/deskclock/stopwatch/StopwatchService.readLapsFromPrefs:()[J	12	8.75	2
com/android/deskclock/stopwatch/StopwatchService.clearSavedNotification:()V	6	6.00	3
com/android/deskclock/stopwatch/StopwatchService.closeNotificationShade:()V	3	3.00	2
com/android/deskclock/stopwatch/StopwatchService.onCreate:()V	5	5.00	1
com/android/deskclock/stopwatch/StopwatchService.onDestroy:()V	11	8.50	1
com/android/deskclock/stopwatch/StopwatchService.readFromSharedPrefs:()V	4	4.00	1
com/android/deskclock/stopwatch/StopwatchService.saveNotification:(J;Z;I;)V	12	9.00	3
com/android/deskclock/stopwatch/StopwatchService.setNotification:(J;Z;I;)V	54	35.75	4
com/android/deskclock/stopwatch/StopwatchService.writeSharedPrefsLap:(J;Z;)V	19	9.25	1
com/android/deskclock/stopwatch/StopwatchService.writeSharedPrefsReset:(Z;)V	1	1.00	2
com/android/deskclock/stopwatch/StopwatchService.writeSharedPrefsStarted:(J;Z;)V	11	5.25	1
com/android/deskclock/stopwatch/StopwatchService.writeSharedPrefsStopped:(J;Z;)V	12	7.00	1
com/android/deskclock/stopwatch/StopwatchService.writeToSharedPrefs:(Ljava/lang/Long;Ljava/lang/Long;Ljava/lang/Long;Ljava/lang/Integer;Z;)V	26	15.75	4
com/android/deskclock/stopwatch/Stopwatches.buildShareResults:(Landroid/content/Context;Ljava/lang/String;[J;)Ljava/lang/String	11	9.50	2
com/android/deskclock/stopwatch/Stopwatches.buildShareResults:(Landroid/content/Context;J;[J;)Ljava/lang/String	1	1.00	1
com/android/deskclock/stopwatch/Stopwatches.formatTimeText:(J;Ljava/lang/String;)Ljava/lang/String	14	13.50	2
com/android/deskclock/stopwatch/Stopwatches.getShareTitle:(Landroid/content/Context;)Ljava/lang/String	2	2.00	2
com/android/deskclock/stopwatch/Stopwatches.getTimeText:(Landroid/content/Context;J;I;)Ljava/lang/String	30	26.00	2
com/android/deskclock/timer/CountingTimerView$Hundredths.<init>:(Landroid/graphics/Paint;F;Ljava/lang/String;)V	1	1.00	1
com/android/deskclock/timer/CountingTimerView$Hundredths.draw:(Landroid/graphics/Canvas;Ljava/lang/String;F;F;)F	1	1.00	1
com/android/deskclock/timer/CountingTimerView$SignedTime.<init>:(Lcom/android/deskclock/timer/CountingTimerView$UnsignedTime;F;)V	1	1.00	2
com/android/deskclock/timer/CountingTimerView$SignedTime.draw:(Landroid/graphics/Canvas;Ljava/lang/String;F;F;)F	8	5.50	2
com/android/deskclock/timer/CountingTimerView$SignedTime.resetWidth:()V	2	2.00	0
com/android/deskclock/timer/CountingTimerView$SignedTime.updateWidth:(Ljava/lang/String;)V	6	4.50	0
com/android/deskclock/timer/CountingTimerView$UnsignedTime.<init>:(Landroid/graphics/Paint;F;Ljava/lang/String;)V	13	10.75	2
com/android/deskclock/timer/CountingTimerView$UnsignedTime.<init>:(Lcom/android/deskclock/timer/CountingTimerView$UnsignedTime;F;)V	5	5.00	1
com/android/deskclock/timer/CountingTimerView$UnsignedTime.calcTotalWidth:(Ljava/lang/String;)F	6	4.00	4
com/android/deskclock/timer/CountingTimerView$UnsignedTime.draw:(Landroid/graphics/Canvas;Ljava/lang/String;F;F;)F	1	1.00	1
com/android/deskclock/timer/CountingTimerView$UnsignedTime.drawTime:(Landroid/graphics/Canvas;Ljava/lang/String;I;F;F;)F	7	5.00	3
com/android/deskclock/timer/CountingTimerView$UnsignedTime.getLabelWidth:()F	1	1.00	3
com/android/deskclock/timer/CountingTimerView$UnsignedTime.resetWidth:()V	1	1.00	2
com/android/deskclock/timer/CountingTimerView$UnsignedTime.updateWidth:(Ljava/lang/String;)V	3	3.00	2
com/android/deskclock/timer/CountingTimerView$.run:()V	3	3.00	1
com/android/deskclock/timer/CountingTimerView.<init>:(Landroid/content/Context;)V	1	1.00	1
com/android/deskclock/timer/CountingTimerView.<init>:(Landroid/content/Context;Landroid/util/AttributeSet;)V	27	27.00	1
com/android/deskclock/timer/CountingTimerView.withinVirtualButtonBounds:(F;F;)Z	7	7.00	2
com/android/deskclock/timer/CountingTimerView.getHypotenuseSquared:()F	1	1.00	2
com/android/deskclock/timer/CountingTimerView.getDigitsLength:()I	1	1.00	2
com/android/deskclock/timer/CountingTimerView.getTimeString:()Ljava/lang/String	7	4.75	1
com/android/deskclock/timer/CountingTimerView.getTimeStringForAccessibility:(I;I;I;Z;Landroid/content/res/Resources;)Ljava/lang/String	16	11.00	1
com/android/deskclock/timer/CountingTimerView.blinkTimeStr:(Z;)V	6	4.00	5
com/android/deskclock/timer/CountingTimerView.calcTotalTextWidth:()V	1	1.00	2
com/android/deskclock/timer/CountingTimerView.onDraw:(Landroid/graphics/Canvas;)V	27	21.50	1
com/android/deskclock/timer/CountingTimerView.onSizeChanged:(I;I;I;I;)V	3	3.00	1
com/android/deskclock/timer/CountingTimerView.redTimeStr:(Z;Z;)V	4	3.50	5
com/android/deskclock/timer/CountingTimerView.registerStopTextView:(Landroid/widget/TextView;)V	1	1.00	2
com/android/deskclock/timer/CountingTimerView.registerVirtualButtonAction:(Ljava/lang/Runnable;)V	30	16.00	2
com/android/deskclock/timer/CountingTimerView$.onTouch:(Landroid/view/View;Landroid/view/MotionEvent;)Z	21	7.38	1
com/android/deskclock/timer/CountingTimerView$.onClick:(Landroid/view/View;)V	1	1.00	1
com/android/deskclock/timer/CountingTimerView.resetTextSize:()V	3	3.00	3
com/android/deskclock/timer/CountingTimerView.setTextColor:(I;)V	2	2.00	2
com/android/deskclock/timer/CountingTimerView.setTime:(J;Z;Z;)V	59	41.00	5
com/android/deskclock/timer/CountingTimerView.setTotalTextWidth:()V	13	6.50	1
com/android/deskclock/timer/CountingTimerView.setVirtualButtonEnabled:(Z;)V	1	1.00	6
com/android/deskclock/timer/CountingTimerView.showTime:(Z;)V	2	2.00	6
com/android/deskclock/timer/CountingTimerView.virtualButtonPressed:(Z;)V	3	3.00	5
com/android/deskclock/timer/TimerAlertFullScreen.dispatchKeyEvent:(Landroid/view/KeyEvent;)Z	13	10.75	1
com/android/deskclock/timer/TimerAlertFullScreen.getFragment:()Lcom/android/deskclock/timer/TimerFragment	1	1.00	3
com/android/deskclock/timer/TimerAlertFullScreen.onConfigurationChanged:(Landroid/content/res/Configuration;)V	3	3.00	1
com/android/deskclock/timer/TimerAlertFullScreen.onCreate:(Landroid/os/Bundle;)V	13	10.50	1
com/android/deskclock/timer/TimerAlertFullScreen.onEmptyList:()V	4	3.50	3
com/android/deskclock/timer/TimerAlertFullScreen.onListChanged:()V	1	1.00	2
com/android/deskclock/timer/TimerAlertFullScreen.onNewIntent:(Landroid/content/Intent;)V	4	3.50	1
com/android/deskclock/timer/TimerAlertFullScreen.onPause:()V	2	2.00	1
com/android/deskclock/timer/TimerAlertFullScreen.onResume:()V	2	2.00	1
com/android/deskclock/timer/TimerAlertFullScreen.onStop:()V	1	1.00	1
com/android/deskclock/timer/TimerAlertFullScreen.stopAllTimesUpTimers:()V	3	2.50	1
com/android/deskclock/timer/TimerFragment$ClickAction.<init>:(I;Lcom/android/deskclock/timer/TimerObj;)V	2	2.00	4
com/android/deskclock/timer/TimerFragment$TimersListAdapter$.compare:(Lcom/android/deskclock/timer/TimerObj;Lcom/android/deskclock/timer/TimerObj;)I	8	6.50	0
com/android/deskclock/timer/TimerFragment$TimersListAdapter$.getSection:(Lcom/android/deskclock/timer/TimerObj;)I	8	6.50	0
com/android/deskclock/timer/TimerFragment$TimersListAdapter.<init>:(Landroid/content/Context;Landroid/content/SharedPreferences;)V	2	2.00	2
com/android/deskclock/timer/TimerFragment$TimersListAdapter.getView:(I;Landroid/view/View;Landroid/view/ViewGroup;)Landroid/view/View	55	46.50	1
com/android/deskclock/timer/TimerFragment$TimersListAdapter$.run:()V	1	1.00	0
com/android/deskclock/timer/TimerFragment$TimersListAdapter$.processClick:(Landroid/view/View;)V	1	1.00	0
com/android/deskclock/timer/TimerFragment$TimersListAdapter.hasStableIds:()Z	1	1.00	1
com/android/deskclock/timer/TimerFragment$TimersListAdapter.getItem:(I;)Lcom/android/deskclock/timer/TimerObj	1	1.00	4
com/android/deskclock/timer/TimerFragment$TimersListAdapter.findTimerPositionById:(I;)I	5	3.25	3
com/android/deskclock/timer/TimerFragment$TimersListAdapter.getCount:()I	1	1.00	11
com/android/deskclock/timer/TimerFragment$TimersListAdapter.getItemColumnSpan:(Ljava/lang/Object;I;)I	4	3.00	3
com/android/deskclock/timer/TimerFragment$TimersListAdapter.getItemId:(I;)J	3	2.50	1
com/android/deskclock/timer/TimerFragment$TimersListAdapter.addTimer:(Lcom/android/deskclock/timer/TimerObj;)V	2	2.00	1
com/android/deskclock/timer/TimerFragment$TimersListAdapter.deleteTimer:(I;)V	13	4.13	1
com/android/deskclock/timer/TimerFragment$TimersListAdapter.onRestoreInstanceState:(Landroid/os/Bundle;)V	2	2.00	3
com/android/deskclock/timer/TimerFragment$TimersListAdapter.onSaveInstanceState:(Landroid/os/Bundle;)V	1	1.00	1
com/android/deskclock/timer/TimerFragment$TimersListAdapter.removeTimer:(Lcom/android/deskclock/timer/TimerObj;)V	4	3.00	1
com/android/deskclock/timer/TimerFragment$TimersListAdapter.saveGlobalState:()V	1	1.00	1
com/android/deskclock/timer/TimerFragment$TimersListAdapter.sort:()V	3	2.00	3
com/android/deskclock/timer/TimerFragment$TimesUpListAdapter.<init>:(Landroid/content/Context;Landroid/content/SharedPreferences;)V	1	1.00	1
com/android/deskclock/timer/TimerFragment$TimesUpListAdapter.onRestoreInstanceState:(Landroid/os/Bundle;)V	8	5.50	1
com/android/deskclock/timer/TimerFragment$TimesUpListAdapter$.compare:(Lcom/android/deskclock/timer/TimerObj;Lcom/android/deskclock/timer/TimerObj;)I	1	1.00	0
com/android/deskclock/timer/TimerFragment$TimesUpListAdapter.onSaveInstanceState:(Landroid/os/Bundle;)V	0	0.00	1
com/android/deskclock/timer/TimerFragment$TimesUpListAdapter.saveGlobalState:()V	0	0.00	1
com/android/deskclock/timer/TimerFragment$.run:()V	23	9.50	1
com/android/deskclock/timer/TimerFragment.<init>:()V	0	0.00	1
com/android/deskclock/timer/TimerFragment.onCreateView:(Landroid/view/LayoutInflater;Landroid/view/ViewGroup;Landroid/os/Bundle;)Landroid/view/View	53	48.50	1
com/android/deskclock/timer/TimerFragment$.onClick:(Landroid/view/View;)V	2	1.50	1
com/android/deskclock/timer/TimerFragment$.onClick:(Landroid/view/View;)V	10	9.50	1
com/android/deskclock/timer/TimerFragment$.onClick:(Landroid/view/View;)V	2	2.00	1
com/android/deskclock/timer/TimerFragment.canAddMinute:(Lcom/android/deskclock/timer/TimerObj;)Z	1	1.00	2
com/android/deskclock/timer/TimerFragment.createAdapter:(Landroid/content/Context;Landroid/content/SharedPreferences;)Lcom/android/deskclock/timer/TimerFragment$TimersListAdapter	4	3.00	3
com/android/deskclock/timer/TimerFragment.cancelTimerNotification:(I;)V	1	1.00	4
com/android/deskclock/timer/TimerFragment.deleteTimer:(Lcom/android/deskclock/timer/TimerObj;)V	8	4.75	1
com/android/deskclock/timer/TimerFragment.gotoSetupView:()V	29	18.50	4
com/android/deskclock/timer/TimerFragment$.onAnimationEnd:(Landroid/animation/Animator;)V	7	7.00	1
com/android/deskclock/timer/TimerFragment.gotoTimersView:()V	21	12.50	3
com/android/deskclock/timer/TimerFragment$.onAnimationEnd:(Landroid/animation/Animator;)V	7	7.00	1
com/android/deskclock/timer/TimerFragment.onClick:(Landroid/view/View;)V	2	2.00	1
com/android/deskclock/timer/TimerFragment.onClickHelper:(Lcom/android/deskclock/timer/TimerFragment$ClickAction;)V	18	11.25	2
com/android/deskclock/timer/TimerFragment.onCreate:(Landroid/os/Bundle;)V	3	2.50	1
com/android/deskclock/timer/TimerFragment.onDestroyView:()V	3	3.00	1
com/android/deskclock/timer/TimerFragment.onLabelPressed:(Lcom/android/deskclock/timer/TimerObj;)V	7	6.50	1
com/android/deskclock/timer/TimerFragment.onPageChanged:(I;)V	2	1.50	2
com/android/deskclock/timer/TimerFragment.onPause:()V	10	8.50	1
com/android/deskclock/timer/TimerFragment.onPlusOneButtonPressed:(Lcom/android/deskclock/timer/TimerObj;)V	32	19.00	1
com/android/deskclock/timer/TimerFragment.onResume:()V	37	27.50	1
com/android/deskclock/timer/TimerFragment.onSaveInstanceState:(Landroid/os/Bundle;)V	7	5.50	1
com/android/deskclock/timer/TimerFragment.onSharedPreferenceChanged:(Landroid/content/SharedPreferences;Ljava/lang/String;)V	8	3.00	1
com/android/deskclock/timer/TimerFragment.onStopButtonPressed:(Lcom/android/deskclock/timer/TimerObj;)V	36	19.13	2
com/android/deskclock/timer/TimerFragment.processIntent:(Landroid/content/Intent;)V	2	1.50	1
com/android/deskclock/timer/TimerFragment.restartAdapter:()V	2	2.00	1
com/android/deskclock/timer/TimerFragment.saveViewState:(Landroid/os/Bundle;)V	2	2.00	2
com/android/deskclock/timer/TimerFragment.setLabel:(Lcom/android/deskclock/timer/TimerObj;Ljava/lang/String;)V	3	3.00	1
com/android/deskclock/timer/TimerFragment.setPage:()V	11	8.00	1
com/android/deskclock/timer/TimerFragment.setTimerButtons:(Lcom/android/deskclock/timer/TimerObj;)V	63	39.00	4
com/android/deskclock/timer/TimerFragment.startClockTicks:()V	2	2.00	1
com/android/deskclock/timer/TimerFragment.stopAllTimesUpTimers:()V	13	8.50	1
com/android/deskclock/timer/TimerFragment.stopClockTicks:()V	3	2.00	2
com/android/deskclock/timer/TimerFragment.updateTimersState:(Lcom/android/deskclock/timer/TimerObj;Ljava/lang/String;)V	9	8.00	12
com/android/deskclock/timer/TimerFragment.updateTimesUpMode:(Lcom/android/deskclock/timer/TimerObj;)V	6	3.00	2
com/android/deskclock/timer/TimerListItem.<init>:(Landroid/content/Context;)V	1	1.00	1
com/android/deskclock/timer/TimerListItem.<init>:(Landroid/content/Context;Landroid/util/AttributeSet;)V	3	3.00	1
com/android/deskclock/timer/TimerListItem.done:()V	4	4.00	2
com/android/deskclock/timer/TimerListItem.onFinishInflate:()V	4	4.00	1
com/android/deskclock/timer/TimerListItem.pause:()V	4	4.00	1
com/android/deskclock/timer/TimerListItem.set:(J;J;Z;)V	7	6.00	3
com/android/deskclock/timer/TimerListItem.setAnimatedHeight:(I;)V	4	3.00	1
com/android/deskclock/timer/TimerListItem.setCircleBlink:(Z;)V	1	1.00	1
com/android/deskclock/timer/TimerListItem.setLength:(J;)V	3	3.00	1
com/android/deskclock/timer/TimerListItem.setTextBlink:(Z;)V	1	1.00	1
com/android/deskclock/timer/TimerListItem.setTime:(J;Z;)V	3	2.50	5
com/android/deskclock/timer/TimerListItem.start:()V	4	4.00	4
com/android/deskclock/timer/TimerListItem.stop:()V	4	4.00	2
com/android/deskclock/timer/TimerListItem.timesUp:()V	2	2.00	2
com/android/deskclock/timer/TimerObj$.createFromParcel:(Landroid/os/Parcel;)Lcom/android/deskclock/timer/TimerObj	1	1.00	0
com/android/deskclock/timer/TimerObj$.newArray:(I;)[Lcom/android/deskclock/timer/TimerObj	1	1.00	0
com/android/deskclock/timer/TimerObj.<init>:()V	1	1.00	2
com/android/deskclock/timer/TimerObj.<init>:(Landroid/os/Parcel;)V	7	7.00	1
com/android/deskclock/timer/TimerObj.<init>:(J;)V	1	1.00	3
com/android/deskclock/timer/TimerObj.<init>:(J;Ljava/lang/String;)V	2	2.00	1
com/android/deskclock/timer/TimerObj.getDeleteAfterUse:()Z	1	1.00	4
com/android/deskclock/timer/TimerObj.isInUse:()Z	1	1.00	1
com/android/deskclock/timer/TimerObj.isTicking:()Z	1	1.00	2
com/android/deskclock/timer/TimerObj.describeContents:()I	1	1.00	1
com/android/deskclock/timer/TimerObj.getLabelOrDefault:(Landroid/content/Context;)Ljava/lang/String	1	1.00	4
com/android/deskclock/timer/TimerObj.getTimesupTime:()J	1	1.00	5
com/android/deskclock/timer/TimerObj.updateTimeLeft:(Z;)J	4	3.00	4
com/android/deskclock/timer/TimerObj.addTime:(J;)V	3	2.50	1
com/android/deskclock/timer/TimerObj.deleteFromSharedPref:(Landroid/content/SharedPreferences;)V	22	22.00	2
com/android/deskclock/timer/TimerObj.dumpTimersFromSharedPrefs:(Landroid/content/SharedPreferences;)V	6	4.00	1
com/android/deskclock/timer/TimerObj.getTimersFromSharedPrefs:(Landroid/content/SharedPreferences;Ljava/util/ArrayList;)V	11	5.50	4
com/android/deskclock/timer/TimerObj$.compare:(Lcom/android/deskclock/timer/TimerObj;Lcom/android/deskclock/timer/TimerObj;)I	1	1.00	0
com/android/deskclock/timer/TimerObj.getTimersFromSharedPrefs:(Landroid/content/SharedPreferences;Ljava/util/ArrayList;I;)V	8	3.63	1
com/android/deskclock/timer/TimerObj.init:(J;)V	4	4.00	1
com/android/deskclock/timer/TimerObj.putTimersInSharedPrefs:(Landroid/content/SharedPreferences;Ljava/util/ArrayList;)V	4	2.00	2
com/android/deskclock/timer/TimerObj.readFromSharedPref:(Landroid/content/SharedPreferences;)V	15	15.00	2
com/android/deskclock/timer/TimerObj.resetTimersInSharedPrefs:(Landroid/content/SharedPreferences;)V	8	6.00	1
com/android/deskclock/timer/TimerObj.writeToParcel:(Landroid/os/Parcel;I;)V	7	7.00	1
com/android/deskclock/timer/TimerObj.writeToSharedPref:(Landroid/content/SharedPreferences;)V	22	22.00	7
com/android/deskclock/timer/TimerReceiver.getNextRunningTimer:(Ljava/util/ArrayList;Z;J;)Lcom/android/deskclock/timer/TimerObj	17	10.13	4
com/android/deskclock/timer/TimerReceiver.buildTimeRemaining:(Landroid/content/Context;J;)Ljava/lang/String	21	19.50	2
com/android/deskclock/timer/TimerReceiver.getBroadcastTime:(J;J;)J	3	3.00	3
com/android/deskclock/timer/TimerReceiver.cancelInUseNotification:(Landroid/content/Context;)V	2	2.00	2
com/android/deskclock/timer/TimerReceiver.cancelTimesUpNotification:(Landroid/content/Context;)V	2	1.50	1
com/android/deskclock/timer/TimerReceiver.cancelTimesUpNotification:(Landroid/content/Context;Lcom/android/deskclock/timer/TimerObj;)V	4	3.50	4
com/android/deskclock/timer/TimerReceiver.onReceive:(Landroid/content/Context;Landroid/content/Intent;)V	81	46.00	1
com/android/deskclock/timer/TimerReceiver.showCollapsedNotification:(Landroid/content/Context;Ljava/lang/String;Ljava/lang/String;I;Landroid/app/PendingIntent;I;Z;)V	7	6.50	1
com/android/deskclock/timer/TimerReceiver.showCollapsedNotificationWithNext:(Landroid/content/Context;Ljava/lang/String;Ljava/lang/String;Ljava/lang/Long;)V	15	13.50	1
com/android/deskclock/timer/TimerReceiver.showInUseNotification:(Landroid/content/Context;)V	38	20.31	3
com/android/deskclock/timer/TimerReceiver.showTimesUpNotification:(Landroid/content/Context;)V	2	1.50	1
com/android/deskclock/timer/TimerReceiver.showTimesUpNotification:(Landroid/content/Context;Lcom/android/deskclock/timer/TimerObj;)V	7	6.50	2
com/android/deskclock/timer/TimerReceiver.stopRingtoneIfNoTimesup:(Landroid/content/Context;)V	5	3.00	3
com/android/deskclock/timer/TimerReceiver.updateNextTimesup:(Landroid/content/Context;)V	21	15.00	1
com/android/deskclock/timer/TimerView.<init>:(Landroid/content/Context;)V	1	1.00	1
com/android/deskclock/timer/TimerView.<init>:(Landroid/content/Context;Landroid/util/AttributeSet;)V	5	5.00	1
com/android/deskclock/timer/TimerView.addStartPadding:(Landroid/widget/TextView;)V	12	10.75	2
com/android/deskclock/timer/TimerView.onFinishInflate:()V	13	11.00	1
com/android/deskclock/timer/TimerView.setTime:(I;I;I;I;)V	29	12.00	1
com/android/deskclock/timer/Timers.findExpiredTimer:(Ljava/util/ArrayList;)Lcom/android/deskclock/timer/TimerObj	6	4.25	1
com/android/deskclock/timer/Timers.findTimer:(Ljava/util/ArrayList;I;)Lcom/android/deskclock/timer/TimerObj	6	4.25	1
com/android/deskclock/timer/Timers.timersInTimesUp:(Ljava/util/ArrayList;)Ljava/util/ArrayList	7	5.25	2
com/android/deskclock/timer/Timers.timersInUse:(Ljava/util/ArrayList;)Ljava/util/ArrayList	7	5.25	1
com/android/deskclock/widget/multiwaveview/Ease$Cubic$.getInterpolation:(F;)F	1	1.00	1
com/android/deskclock/widget/multiwaveview/Ease$Cubic$.getInterpolation:(F;)F	1	1.00	1
com/android/deskclock/widget/multiwaveview/Ease$Cubic$.getInterpolation:(F;)F	1	1.00	1
com/android/deskclock/widget/multiwaveview/Ease$Linear$.getInterpolation:(F;)F	1	1.00	1
com/android/deskclock/widget/multiwaveview/Ease$Quad$.getInterpolation:(F;)F	1	1.00	1
com/android/deskclock/widget/multiwaveview/Ease$Quad$.getInterpolation:(F;)F	1	1.00	1
com/android/deskclock/widget/multiwaveview/Ease$Quad$.getInterpolation:(F;)F	1	1.00	1
com/android/deskclock/widget/multiwaveview/Ease$Quart$.getInterpolation:(F;)F	1	1.00	1
com/android/deskclock/widget/multiwaveview/Ease$Quart$.getInterpolation:(F;)F	1	1.00	1
com/android/deskclock/widget/multiwaveview/Ease$Quart$.getInterpolation:(F;)F	1	1.00	1
com/android/deskclock/widget/multiwaveview/Ease$Quint$.getInterpolation:(F;)F	1	1.00	1
com/android/deskclock/widget/multiwaveview/Ease$Quint$.getInterpolation:(F;)F	1	1.00	1
com/android/deskclock/widget/multiwaveview/Ease$Quint$.getInterpolation:(F;)F	1	1.00	1
com/android/deskclock/widget/multiwaveview/Ease$Sine$.getInterpolation:(F;)F	1	1.00	1
com/android/deskclock/widget/multiwaveview/Ease$Sine$.getInterpolation:(F;)F	1	1.00	1
com/android/deskclock/widget/multiwaveview/Ease$Sine$.getInterpolation:(F;)F	1	1.00	1
com/android/deskclock/widget/multiwaveview/GlowPadView$AnimationBundle.cancel:()V	5	4.00	5
com/android/deskclock/widget/multiwaveview/GlowPadView$AnimationBundle.setSuspended:(Z;)V	1	1.00	6
com/android/deskclock/widget/multiwaveview/GlowPadView$AnimationBundle.start:()V	6	4.50	8
com/android/deskclock/widget/multiwaveview/GlowPadView$AnimationBundle.stop:()V	5	4.00	4
com/android/deskclock/widget/multiwaveview/GlowPadView$.onAnimationEnd:(Landroid/animation/Animator;)V	2	2.00	1
com/android/deskclock/widget/multiwaveview/GlowPadView$.onAnimationEnd:(Landroid/animation/Animator;)V	3	3.00	1
com/android/deskclock/widget/multiwaveview/GlowPadView$.onAnimationUpdate:(Landroid/animation/ValueAnimator;)V	1	1.00	1
com/android/deskclock/widget/multiwaveview/GlowPadView$.onAnimationEnd:(Landroid/animation/Animator;)V	5	3.50	1
com/android/deskclock/widget/multiwaveview/GlowPadView.<init>:(Landroid/content/Context;)V	1	1.00	1
com/android/deskclock/widget/multiwaveview/GlowPadView.<init>:(Landroid/content/Context;Landroid/util/AttributeSet;)V	39	33.50	1
com/android/deskclock/widget/multiwaveview/GlowPadView.onHoverEvent:(Landroid/view/MotionEvent;)Z	17	9.00	1
com/android/deskclock/widget/multiwaveview/GlowPadView.onTouchEvent:(Landroid/view/MotionEvent;)Z	34	21.50	1
com/android/deskclock/widget/multiwaveview/GlowPadView.replaceTargetDrawables:(Landroid/content/res/Resources;I;I;)Z	13	9.50	2
com/android/deskclock/widget/multiwaveview/GlowPadView.replaceTargetDrawablesIfPresent:(Landroid/content/ComponentName;Ljava/lang/String;I;)Z	19	10.75	1
com/android/deskclock/widget/multiwaveview/GlowPadView.trySwitchToFirstTouchState:(F;F;)Z	10	6.75	2
com/android/deskclock/widget/multiwaveview/GlowPadView.dist2:(F;F;)F	1	1.00	3
com/android/deskclock/widget/multiwaveview/GlowPadView.getScaledGlowRadiusSquared:()F	7	6.00	1
com/android/deskclock/widget/multiwaveview/GlowPadView.square:(F;)F	1	1.00	1
com/android/deskclock/widget/multiwaveview/GlowPadView.getDirectionDescriptionsResourceId:()I	1	1.00	1
com/android/deskclock/widget/multiwaveview/GlowPadView.getResourceId:(Landroid/content/res/TypedArray;I;)I	2	2.00	2
com/android/deskclock/widget/multiwaveview/GlowPadView.getResourceIdForTarget:(I;)I	2	2.00	1
com/android/deskclock/widget/multiwaveview/GlowPadView.getSuggestedMinimumHeight:()I	1	1.00	1
com/android/deskclock/widget/multiwaveview/GlowPadView.getSuggestedMinimumWidth:()I	1	1.00	1
com/android/deskclock/widget/multiwaveview/GlowPadView.getTargetDescriptionsResourceId:()I	1	1.00	1
com/android/deskclock/widget/multiwaveview/GlowPadView.getTargetPosition:(I;)I	5	3.25	1
com/android/deskclock/widget/multiwaveview/GlowPadView.getTargetResourceId:()I	1	1.00	1
com/android/deskclock/widget/multiwaveview/GlowPadView.resolveMeasured:(I;I;)I	13	10.50	2
com/android/deskclock/widget/multiwaveview/GlowPadView.getDirectionDescription:(I;)Ljava/lang/String	6	3.50	1
com/android/deskclock/widget/multiwaveview/GlowPadView.getTargetDescription:(I;)Ljava/lang/String	6	3.50	2
com/android/deskclock/widget/multiwaveview/GlowPadView.loadDescriptions:(I;)Ljava/util/ArrayList	8	7.00	2
com/android/deskclock/widget/multiwaveview/GlowPadView.loadDrawableArray:(I;)Ljava/util/ArrayList	10	8.50	1
com/android/deskclock/widget/multiwaveview/GlowPadView.announceTargets:()V	10	6.50	1
com/android/deskclock/widget/multiwaveview/GlowPadView.assignDefaultsIfNeeded:()V	6	4.50	1
com/android/deskclock/widget/multiwaveview/GlowPadView.computeInsets:(I;I;)V	24	18.00	1
com/android/deskclock/widget/multiwaveview/GlowPadView.deactivateTargets:()V	5	4.00	2
com/android/deskclock/widget/multiwaveview/GlowPadView.dispatchOnFinishFinalAnimation:()V	2	1.50	2
com/android/deskclock/widget/multiwaveview/GlowPadView.dispatchTriggerEvent:(I;)V	3	2.50	1
com/android/deskclock/widget/multiwaveview/GlowPadView.doFinish:()V	14	9.00	1
com/android/deskclock/widget/multiwaveview/GlowPadView.dump:()V	7	7.00	1
com/android/deskclock/widget/multiwaveview/GlowPadView.handleCancel:(Landroid/view/MotionEvent;)V	5	4.50	1
