Total method loc: 8777.0
Total method aloc: 12259.75
Code compression rate: 28.4080017944901%
==============================
method	sloc	dloc	ncalls
com/github/mobile/ui/commit/CommitCompareViewActivity.onCreateOptionsMenu:(Lcom/actionbarsherlock/view/Menu;)Z	3	2.50	1
com/github/mobile/ui/commit/CommitCompareViewActivity.onOptionsItemSelected:(Lcom/actionbarsherlock/view/MenuItem;)Z	11	6.50	1
com/github/mobile/ui/commit/CommitCompareViewActivity.onCreate:(Landroid/os/Bundle;)V	8	8.00	1
com/github/mobile/ui/commit/CommitDiffListFragment.onCreateView:(Landroid/view/LayoutInflater;Landroid/view/ViewGroup;Landroid/os/Bundle;)Landroid/view/View	1	1.00	1
com/github/mobile/ui/commit/CommitDiffListFragment.isDifferentCommitter:(Ljava/lang/String;Ljava/lang/String;)Z	1	1.00	1
com/github/mobile/ui/commit/CommitDiffListFragment.onOptionsItemSelected:(Lcom/actionbarsherlock/view/MenuItem;)Z	14	10.00	1
com/github/mobile/ui/commit/CommitDiffListFragment.addComment:(Lorg/eclipse/egit/github/core/CommitComment;)V	9	5.25	1
com/github/mobile/ui/commit/CommitDiffListFragment.addCommitDetails:(Lorg/eclipse/egit/github/core/RepositoryCommit;)V	28	17.50	1
com/github/mobile/ui/commit/CommitDiffListFragment.addCommitParents:(Lorg/eclipse/egit/github/core/RepositoryCommit;Landroid/view/LayoutInflater;)V	12	7.50	1
com/github/mobile/ui/commit/CommitDiffListFragment.addDiffStats:(Lorg/eclipse/egit/github/core/RepositoryCommit;Landroid/view/LayoutInflater;)V	3	3.00	1
com/github/mobile/ui/commit/CommitDiffListFragment.onActivityCreated:(Landroid/os/Bundle;)V	11	8.25	1
com/github/mobile/ui/commit/CommitDiffListFragment.onActivityResult:(I;I;Landroid/content/Intent;)V	5	3.50	1
com/github/mobile/ui/commit/CommitDiffListFragment.onCreate:(Landroid/os/Bundle;)V	4	4.00	1
com/github/mobile/ui/commit/CommitDiffListFragment.onCreateOptionsMenu:(Lcom/actionbarsherlock/view/Menu;Lcom/actionbarsherlock/view/MenuInflater;)V	1	1.00	1
com/github/mobile/ui/commit/CommitDiffListFragment.onItemClick:(Landroid/widget/AdapterView;Landroid/view/View;I;J;)V	10	7.25	1
com/github/mobile/ui/commit/CommitDiffListFragment.onViewCreated:(Landroid/view/View;Landroid/os/Bundle;)V	20	20.00	1
com/github/mobile/ui/commit/CommitDiffListFragment.openFile:(Lorg/eclipse/egit/github/core/CommitFile;)V	2	1.50	2
com/github/mobile/ui/commit/CommitDiffListFragment.refreshCommit:()V	22	22.00	3
com/github/mobile/ui/commit/CommitDiffListFragment$.run:(Landroid/accounts/Account;)Lcom/github/mobile/core/commit/FullCommit	6	5.50	1
com/github/mobile/ui/commit/CommitDiffListFragment$.onException:(Ljava/lang/Exception;)V	4	4.00	1
com/github/mobile/ui/commit/CommitDiffListFragment$.onSuccess:(Lcom/github/mobile/core/commit/FullCommit;)V	3	3.00	1
com/github/mobile/ui/commit/CommitDiffListFragment.selectPreviousFile:(I;Ljava/lang/Object;Landroid/widget/AdapterView;)V	17	8.88	2
com/github/mobile/ui/commit/CommitDiffListFragment.shareCommit:()V	2	2.00	1
com/github/mobile/ui/commit/CommitDiffListFragment.showFileOptions:(Ljava/lang/CharSequence;I;Lorg/eclipse/egit/github/core/CommitFile;)V	22	22.00	1
com/github/mobile/ui/commit/CommitDiffListFragment$.onClick:(Landroid/view/View;)V	2	2.00	1
com/github/mobile/ui/commit/CommitDiffListFragment$.onClick:(Landroid/view/View;)V	2	2.00	1
com/github/mobile/ui/commit/CommitDiffListFragment$.onClick:(Landroid/content/DialogInterface;I;)V	1	1.00	1
com/github/mobile/ui/commit/CommitDiffListFragment.updateHeader:(Lorg/eclipse/egit/github/core/RepositoryCommit;)V	4	4.00	2
com/github/mobile/ui/commit/CommitDiffListFragment.updateItems:(Ljava/util/List;Ljava/util/List;)V	6	5.00	2
com/github/mobile/ui/commit/CommitDiffListFragment.updateList:(Lorg/eclipse/egit/github/core/RepositoryCommit;Ljava/util/List;Ljava/util/List;)V	10	9.50	2
com/github/mobile/ui/commit/CommitFileComparator.compare:(Lorg/eclipse/egit/github/core/CommitFile;Lorg/eclipse/egit/github/core/CommitFile;)I	9	8.00	1
com/github/mobile/ui/commit/CommitFileListAdapter.<init>:(Landroid/view/LayoutInflater;Lcom/github/mobile/ui/commit/DiffStyler;Lcom/github/mobile/util/AvatarLoader;Lcom/github/mobile/util/HttpImageGetter;)V	7	7.00	2
com/github/mobile/ui/commit/CommitFileListAdapter.getChildLayoutId:(I;)I	11	8.50	1
com/github/mobile/ui/commit/CommitFileListAdapter.getViewTypeCount:()I	1	1.00	1
com/github/mobile/ui/commit/CommitFileListAdapter.getChildViewIds:(I;)[I	10	8.00	1
com/github/mobile/ui/commit/CommitFileListAdapter.getItemId:(I;)J	12	8.00	1
com/github/mobile/ui/commit/CommitFileListAdapter.addComment:(Lorg/eclipse/egit/github/core/CommitComment;)V	1	1.00	1
com/github/mobile/ui/commit/CommitFileListAdapter.addItem:(Lcom/github/mobile/core/commit/FullCommitFile;)V	8	5.75	1
com/github/mobile/ui/commit/CommitFileListAdapter.addItem:(Lorg/eclipse/egit/github/core/CommitFile;)V	2	2.00	1
com/github/mobile/ui/commit/CommitFileListAdapter.update:(I;Ljava/lang/Object;I;)V	31	17.00	1
com/github/mobile/ui/commit/CommitFileViewActivity.createIntent:(Lorg/eclipse/egit/github/core/Repository;Ljava/lang/String;Lorg/eclipse/egit/github/core/CommitFile;)Landroid/content/Intent	6	6.00	2
com/github/mobile/ui/commit/CommitFileViewActivity.onCreateLoader:(I;Landroid/os/Bundle;)Landroid/support/v4/content/Loader	3	3.00	1
com/github/mobile/ui/commit/CommitFileViewActivity.onCreateOptionsMenu:(Lcom/actionbarsherlock/view/Menu;)Z	15	10.50	1
com/github/mobile/ui/commit/CommitFileViewActivity.onOptionsItemSelected:(Lcom/actionbarsherlock/view/MenuItem;)Z	28	13.50	1
com/github/mobile/ui/commit/CommitFileViewActivity.loadContent:()V	24	24.00	1
com/github/mobile/ui/commit/CommitFileViewActivity$.onException:(Ljava/lang/Exception;)V	5	5.00	1
com/github/mobile/ui/commit/CommitFileViewActivity$.onSuccess:(Lorg/eclipse/egit/github/core/Blob;)V	13	10.50	1
com/github/mobile/ui/commit/CommitFileViewActivity.loadMarkdown:()V	7	7.00	2
com/github/mobile/ui/commit/CommitFileViewActivity.onCreate:(Landroid/os/Bundle;)V	21	20.00	1
com/github/mobile/ui/commit/CommitFileViewActivity.onLoadFinished:(Landroid/support/v4/content/Loader;Ljava/lang/CharSequence;)V	9	6.25	1
com/github/mobile/ui/commit/CommitFileViewActivity.onLoaderReset:(Landroid/support/v4/content/Loader;)V	0	0.00	1
com/github/mobile/ui/commit/CommitFileViewActivity.shareFile:()V	2	2.00	1
com/github/mobile/ui/commit/CommitListAdapter.<init>:(I;Landroid/view/LayoutInflater;Ljava/util/Collection;Lcom/github/mobile/util/AvatarLoader;)V	3	3.00	2
com/github/mobile/ui/commit/CommitListAdapter.initialize:(Landroid/view/View;)Landroid/view/View	3	3.00	1
com/github/mobile/ui/commit/CommitListAdapter.getChildViewIds:()[I	1	1.00	1
com/github/mobile/ui/commit/CommitListAdapter.getItemId:(I;)J	5	4.00	1
com/github/mobile/ui/commit/CommitListAdapter.update:(I;Lorg/eclipse/egit/github/core/RepositoryCommit;)V	9	9.00	1
com/github/mobile/ui/commit/CommitListFragment.onCreateLoader:(I;Landroid/os/Bundle;)Landroid/support/v4/content/Loader	12	12.00	1
com/github/mobile/ui/commit/CommitListFragment$.loadData:()Ljava/util/List	8	4.13	1
com/github/mobile/ui/commit/CommitListFragment.onCreateView:(Landroid/view/LayoutInflater;Landroid/view/ViewGroup;Landroid/os/Bundle;)Landroid/view/View	1	1.00	1
com/github/mobile/ui/commit/CommitListFragment.createAdapter:(Ljava/util/List;)Lcom/github/kevinsawicki/wishlist/SingleTypeAdapter	1	1.00	1
com/github/mobile/ui/commit/CommitListFragment.createPager:()Lcom/github/mobile/core/ResourcePager	20	20.00	1
com/github/mobile/ui/commit/CommitListFragment$.clear:()Lcom/github/mobile/core/ResourcePager	2	2.00	1
com/github/mobile/ui/commit/CommitListFragment$.register:(Lorg/eclipse/egit/github/core/RepositoryCommit;)Lorg/eclipse/egit/github/core/RepositoryCommit	6	5.00	1
com/github/mobile/ui/commit/CommitListFragment$.createIterator:(I;I;)Lorg/eclipse/egit/github/core/client/PageIterator	4	3.00	1
com/github/mobile/ui/commit/CommitListFragment.setListShown:(Z;Z;)Lcom/github/mobile/ui/ItemListFragment	2	2.00	1
com/github/mobile/ui/commit/CommitListFragment.getErrorMessage:(Ljava/lang/Exception;)I	1	1.00	1
com/github/mobile/ui/commit/CommitListFragment.getLoadingMessage:()I	1	1.00	1
com/github/mobile/ui/commit/CommitListFragment.onActivityCreated:(Landroid/os/Bundle;)V	2	2.00	1
com/github/mobile/ui/commit/CommitListFragment.onActivityResult:(I;I;Landroid/content/Intent;)V	4	3.00	1
com/github/mobile/ui/commit/CommitListFragment.onAttach:(Landroid/app/Activity;)V	2	2.00	1
com/github/mobile/ui/commit/CommitListFragment.onDialogResult:(I;I;Landroid/os/Bundle;)V	6	4.50	1
com/github/mobile/ui/commit/CommitListFragment.onListItemClick:(Landroid/widget/ListView;Landroid/view/View;I;J;)V	3	2.50	1
com/github/mobile/ui/commit/CommitListFragment.onLoadFinished:(Landroid/support/v4/content/Loader;Ljava/util/List;)V	3	2.50	1
com/github/mobile/ui/commit/CommitListFragment.onViewCreated:(Landroid/view/View;Landroid/os/Bundle;)V	9	9.00	1
com/github/mobile/ui/commit/CommitListFragment$.onClick:(Landroid/view/View;)V	1	1.00	1
com/github/mobile/ui/commit/CommitListFragment.setRef:(Lorg/eclipse/egit/github/core/Reference;)V	3	3.00	1
com/github/mobile/ui/commit/CommitListFragment.switchRefs:()V	5	4.00	1
com/github/mobile/ui/commit/CommitListFragment.updateRefLabel:()V	5	4.00	2
com/github/mobile/ui/commit/CommitPagerAdapter.<init>:(Lcom/actionbarsherlock/app/SherlockFragmentActivity;Lorg/eclipse/egit/github/core/Repository;[Ljava/lang/CharSequence;)V	3	3.00	1
com/github/mobile/ui/commit/CommitPagerAdapter.getItem:(I;)Landroid/support/v4/app/Fragment	6	6.00	1
com/github/mobile/ui/commit/CommitPagerAdapter.getCount:()I	1	1.00	1
com/github/mobile/ui/commit/CommitViewActivity.createIntent:(Lorg/eclipse/egit/github/core/Repository;I;[Ljava/lang/String;)Landroid/content/Intent	5	5.00	2
com/github/mobile/ui/commit/CommitViewActivity.createIntent:(Lorg/eclipse/egit/github/core/Repository;I;Ljava/util/Collection;)Landroid/content/Intent	5	4.50	2
com/github/mobile/ui/commit/CommitViewActivity.createIntent:(Lorg/eclipse/egit/github/core/Repository;Ljava/lang/String;)Landroid/content/Intent	1	1.00	6
com/github/mobile/ui/commit/CommitViewActivity.onOptionsItemSelected:(Lcom/actionbarsherlock/view/MenuItem;)Z	8	5.50	1
com/github/mobile/ui/commit/CommitViewActivity.getProvider:()Lcom/github/mobile/ui/FragmentProvider	1	1.00	1
com/github/mobile/ui/commit/CommitViewActivity.onCreate:(Landroid/os/Bundle;)V	15	15.00	1
com/github/mobile/ui/commit/CommitViewActivity.onPageSelected:(I;)V	3	3.00	1
com/github/mobile/ui/commit/CreateCommentActivity.createIntent:(Lorg/eclipse/egit/github/core/Repository;Ljava/lang/String;)Landroid/content/Intent	1	1.00	1
com/github/mobile/ui/commit/CreateCommentActivity.createIntent:(Lorg/eclipse/egit/github/core/Repository;Ljava/lang/String;Ljava/lang/String;I;)Landroid/content/Intent	6	5.50	2
com/github/mobile/ui/commit/CreateCommentActivity.isLineComment:(Ljava/lang/String;I;)Z	1	1.00	2
com/github/mobile/ui/commit/CreateCommentActivity.createAdapter:()Lcom/github/mobile/ui/comment/CommentPreviewPagerAdapter	1	1.00	1
com/github/mobile/ui/commit/CreateCommentActivity.createComment:(Ljava/lang/String;)V	10	9.50	1
com/github/mobile/ui/commit/CreateCommentActivity$.onSuccess:(Lorg/eclipse/egit/github/core/CommitComment;)V	2	2.00	1
com/github/mobile/ui/commit/CreateCommentActivity.onCreate:(Landroid/os/Bundle;)V	9	9.00	1
com/github/mobile/ui/commit/CreateCommentTask.<init>:(Landroid/app/Activity;Lorg/eclipse/egit/github/core/IRepositoryIdProvider;Ljava/lang/String;Lorg/eclipse/egit/github/core/CommitComment;)V	4	4.00	1
com/github/mobile/ui/commit/CreateCommentTask.start:()Lcom/github/mobile/ui/commit/CreateCommentTask	3	3.00	1
com/github/mobile/ui/commit/CreateCommentTask.run:(Landroid/accounts/Account;)Lorg/eclipse/egit/github/core/CommitComment	4	4.00	1
com/github/mobile/ui/commit/CreateCommentTask.onException:(Ljava/lang/Exception;)V	3	3.00	1
com/github/mobile/ui/commit/DiffStyler.<init>:(Landroid/content/res/Resources;)V	2	2.00	2
com/github/mobile/ui/commit/DiffStyler.setFiles:(Ljava/util/Collection;)Lcom/github/mobile/ui/commit/DiffStyler	17	9.50	2
com/github/mobile/ui/commit/DiffStyler.nextLine:(Ljava/lang/String;I;I;)I	5	4.00	2
com/github/mobile/ui/commit/DiffStyler.get:(Ljava/lang/String;)Ljava/util/List	4	3.50	2
com/github/mobile/ui/commit/DiffStyler.updateColors:(Ljava/lang/CharSequence;Landroid/widget/TextView;)V	20	13.00	2
com/github/mobile/ui/gist/CreateCommentActivity.createIntent:(Lorg/eclipse/egit/github/core/Gist;)Landroid/content/Intent	3	3.00	1
com/github/mobile/ui/gist/CreateCommentActivity.createComment:(Ljava/lang/String;)V	6	6.00	1
com/github/mobile/ui/gist/CreateCommentActivity$.onSuccess:(Lorg/eclipse/egit/github/core/Comment;)V	2	2.00	1
com/github/mobile/ui/gist/CreateCommentActivity.onCreate:(Landroid/os/Bundle;)V	8	7.50	1
com/github/mobile/ui/gist/CreateCommentTask.<init>:(Landroid/app/Activity;Ljava/lang/String;Ljava/lang/String;)V	3	3.00	1
com/github/mobile/ui/gist/CreateCommentTask.start:()Lcom/github/mobile/ui/gist/CreateCommentTask	3	3.00	1
com/github/mobile/ui/gist/CreateCommentTask.run:(Landroid/accounts/Account;)Lorg/eclipse/egit/github/core/Comment	4	4.00	1
com/github/mobile/ui/gist/CreateCommentTask.onException:(Ljava/lang/Exception;)V	3	3.00	1
com/github/mobile/ui/gist/CreateGistActivity.onCreateOptionsMenu:(Lcom/actionbarsherlock/view/Menu;)Z	4	4.00	1
com/github/mobile/ui/gist/CreateGistActivity.onOptionsItemSelected:(Lcom/actionbarsherlock/view/MenuItem;)Z	12	8.00	1
com/github/mobile/ui/gist/CreateGistActivity.createGist:()V	14	14.00	1
com/github/mobile/ui/gist/CreateGistActivity$.onSuccess:(Lorg/eclipse/egit/github/core/Gist;)V	4	4.00	0
com/github/mobile/ui/gist/CreateGistActivity.onCreate:(Landroid/os/Bundle;)V	21	20.00	1
com/github/mobile/ui/gist/CreateGistActivity$.afterTextChanged:(Landroid/text/Editable;)V	1	1.00	0
com/github/mobile/ui/gist/CreateGistActivity.updateCreateMenu:()V	2	1.50	2
com/github/mobile/ui/gist/CreateGistActivity.updateCreateMenu:(Ljava/lang/CharSequence;)V	2	1.50	2
com/github/mobile/ui/gist/CreateGistTask.<init>:(Landroid/app/Activity;Ljava/lang/String;Z;Ljava/lang/String;Ljava/lang/String;)V	5	5.00	1
com/github/mobile/ui/gist/CreateGistTask.run:(Landroid/accounts/Account;)Lorg/eclipse/egit/github/core/Gist	8	8.00	1
com/github/mobile/ui/gist/CreateGistTask.create:()V	2	2.00	1
com/github/mobile/ui/gist/CreateGistTask.onException:(Ljava/lang/Exception;)V	3	3.00	1
com/github/mobile/ui/gist/DeleteGistTask.<init>:(Landroid/app/Activity;Ljava/lang/String;)V	2	2.00	1
com/github/mobile/ui/gist/DeleteGistTask.run:(Landroid/accounts/Account;)Lorg/eclipse/egit/github/core/Gist	2	2.00	1
com/github/mobile/ui/gist/DeleteGistTask.onException:(Ljava/lang/Exception;)V	3	3.00	1
com/github/mobile/ui/gist/DeleteGistTask.onSuccess:(Lorg/eclipse/egit/github/core/Gist;)V	4	4.00	1
com/github/mobile/ui/gist/DeleteGistTask.start:()V	2	2.00	1
com/github/mobile/ui/gist/GistFileFragment.onCreateView:(Landroid/view/LayoutInflater;Landroid/view/ViewGroup;Landroid/os/Bundle;)Landroid/view/View	1	1.00	1
com/github/mobile/ui/gist/GistFileFragment.onOptionsItemSelected:(Lcom/actionbarsherlock/view/MenuItem;)Z	12	6.50	1
com/github/mobile/ui/gist/GistFileFragment.loadSource:()V	25	25.00	1
com/github/mobile/ui/gist/GistFileFragment$.run:(Landroid/accounts/Account;)Lorg/eclipse/egit/github/core/GistFile	8	7.00	1
com/github/mobile/ui/gist/GistFileFragment$.onException:(Ljava/lang/Exception;)V	2	2.00	1
com/github/mobile/ui/gist/GistFileFragment$.onSuccess:(Lorg/eclipse/egit/github/core/GistFile;)V	7	6.00	1
com/github/mobile/ui/gist/GistFileFragment.onAttach:(Landroid/app/Activity;)V	2	2.00	1
com/github/mobile/ui/gist/GistFileFragment.onCreate:(Landroid/os/Bundle;)V	7	6.50	1
com/github/mobile/ui/gist/GistFileFragment.onCreateOptionsMenu:(Lcom/actionbarsherlock/view/Menu;Lcom/actionbarsherlock/view/MenuInflater;)V	3	3.00	1
com/github/mobile/ui/gist/GistFileFragment.onDestroy:()V	2	2.00	1
com/github/mobile/ui/gist/GistFileFragment.onDestroyView:()V	1	1.00	1
com/github/mobile/ui/gist/GistFileFragment.onSharedPreferenceChanged:(Landroid/content/SharedPreferences;Ljava/lang/String;)V	3	2.00	1
com/github/mobile/ui/gist/GistFileFragment.onViewCreated:(Landroid/view/View;Landroid/os/Bundle;)V	8	7.00	1
com/github/mobile/ui/gist/GistFileFragment.showSource:()V	1	1.00	2
com/github/mobile/ui/gist/GistFileFragment.updateWrapItem:()V	5	2.50	2
com/github/mobile/ui/gist/GistFilesPagerAdapter.<init>:(Lcom/actionbarsherlock/app/SherlockFragmentActivity;Lorg/eclipse/egit/github/core/Gist;)V	6	5.00	1
com/github/mobile/ui/gist/GistFilesPagerAdapter.getItem:(I;)Landroid/support/v4/app/Fragment	6	6.00	1
com/github/mobile/ui/gist/GistFilesPagerAdapter.getCount:()I	1	1.00	1
com/github/mobile/ui/gist/GistFilesPagerAdapter.getPageTitle:(I;)Ljava/lang/CharSequence	1	1.00	1
com/github/mobile/ui/gist/GistFilesViewActivity.createIntent:(Lorg/eclipse/egit/github/core/Gist;I;)Landroid/content/Intent	1	1.00	1
com/github/mobile/ui/gist/GistFilesViewActivity.onOptionsItemSelected:(Lcom/actionbarsherlock/view/MenuItem;)Z	9	5.25	1
com/github/mobile/ui/gist/GistFilesViewActivity.getProvider:()Lcom/github/mobile/ui/FragmentProvider	1	1.00	1
com/github/mobile/ui/gist/GistFilesViewActivity.configurePager:()V	17	14.50	2
com/github/mobile/ui/gist/GistFilesViewActivity.onCreate:(Landroid/os/Bundle;)V	24	18.00	1
com/github/mobile/ui/gist/GistFilesViewActivity$.onSuccess:(Lcom/github/mobile/core/gist/FullGist;)V	3	3.00	1
com/github/mobile/ui/gist/GistFragment.onCreateView:(Landroid/view/LayoutInflater;Landroid/view/ViewGroup;Landroid/os/Bundle;)Landroid/view/View	9	9.00	1
com/github/mobile/ui/gist/GistFragment.isOwner:()Z	7	6.00	1
com/github/mobile/ui/gist/GistFragment.onOptionsItemSelected:(Lcom/actionbarsherlock/view/MenuItem;)Z	20	13.00	1
com/github/mobile/ui/gist/GistFragment.onActivityCreated:(Landroid/os/Bundle;)V	14	11.50	1
com/github/mobile/ui/gist/GistFragment.onActivityResult:(I;I;Landroid/content/Intent;)V	10	5.00	1
com/github/mobile/ui/gist/GistFragment.onCreate:(Landroid/os/Bundle;)V	2	2.00	1
com/github/mobile/ui/gist/GistFragment.onCreateOptionsMenu:(Lcom/actionbarsherlock/view/Menu;Lcom/actionbarsherlock/view/MenuInflater;)V	1	1.00	1
com/github/mobile/ui/gist/GistFragment.onItemClick:(Landroid/widget/AdapterView;Landroid/view/View;I;J;)V	3	2.50	1
com/github/mobile/ui/gist/GistFragment.onPrepareOptionsMenu:(Lcom/actionbarsherlock/view/Menu;)V	12	7.50	1
com/github/mobile/ui/gist/GistFragment.onViewCreated:(Landroid/view/View;Landroid/os/Bundle;)V	6	6.00	1
com/github/mobile/ui/gist/GistFragment.refreshGist:()V	23	23.00	3
com/github/mobile/ui/gist/GistFragment$.onException:(Ljava/lang/Exception;)V	3	3.00	1
com/github/mobile/ui/gist/GistFragment$.onSuccess:(Lcom/github/mobile/core/gist/FullGist;)V	12	11.00	1
com/github/mobile/ui/gist/GistFragment.shareGist:()V	7	6.50	1
com/github/mobile/ui/gist/GistFragment.starGist:()V	11	11.00	1
com/github/mobile/ui/gist/GistFragment$.onException:(Ljava/lang/Exception;)V	2	2.00	1
com/github/mobile/ui/gist/GistFragment$.onSuccess:(Lorg/eclipse/egit/github/core/Gist;)V	2	2.00	1
com/github/mobile/ui/gist/GistFragment.unstarGist:()V	10	10.00	1
com/github/mobile/ui/gist/GistFragment$.onException:(Ljava/lang/Exception;)V	2	2.00	1
com/github/mobile/ui/gist/GistFragment$.onSuccess:(Lorg/eclipse/egit/github/core/Gist;)V	2	2.00	1
com/github/mobile/ui/gist/GistFragment.updateFiles:(Lorg/eclipse/egit/github/core/Gist;)V	17	13.00	2
com/github/mobile/ui/gist/GistFragment.updateHeader:(Lorg/eclipse/egit/github/core/Gist;)V	25	18.00	2
com/github/mobile/ui/gist/GistFragment.updateList:(Lorg/eclipse/egit/github/core/Gist;Ljava/util/List;)V	5	5.00	3
com/github/mobile/ui/gist/GistListAdapter.<init>:(Lcom/github/mobile/util/AvatarLoader;Landroid/app/Activity;Ljava/util/Collection;)V	3	3.00	1
com/github/mobile/ui/gist/GistListAdapter.initialize:(Landroid/view/View;)Landroid/view/View	4	4.00	1
com/github/mobile/ui/gist/GistListAdapter.getChildViewIds:()[I	1	1.00	1
com/github/mobile/ui/gist/GistListAdapter.getItemId:(I;)J	2	2.00	1
com/github/mobile/ui/gist/GistListAdapter.update:(I;Lorg/eclipse/egit/github/core/Gist;)V	18	16.00	1
com/github/mobile/ui/gist/GistQueriesPagerAdapter.<init>:(Lcom/actionbarsherlock/app/SherlockFragmentActivity;)V	2	2.00	1
com/github/mobile/ui/gist/GistQueriesPagerAdapter.getItem:(I;)Landroid/support/v4/app/Fragment	9	7.00	1
com/github/mobile/ui/gist/GistQueriesPagerAdapter.getCount:()I	1	1.00	1
com/github/mobile/ui/gist/GistQueriesPagerAdapter.getPageTitle:(I;)Ljava/lang/CharSequence	9	7.00	1
com/github/mobile/ui/gist/GistsActivity.onCreateOptionsMenu:(Lcom/actionbarsherlock/view/Menu;)Z	2	2.00	1
com/github/mobile/ui/gist/GistsActivity.onOptionsItemSelected:(Lcom/actionbarsherlock/view/MenuItem;)Z	11	7.50	1
com/github/mobile/ui/gist/GistsActivity.createAdapter:()Lcom/github/mobile/ui/gist/GistQueriesPagerAdapter	1	1.00	1
com/github/mobile/ui/gist/GistsActivity.getIcon:(I;)Ljava/lang/String	9	7.00	1
com/github/mobile/ui/gist/GistsActivity.onCreate:(Landroid/os/Bundle;)V	6	6.00	1
com/github/mobile/ui/gist/GistsActivity.randomGist:()V	1	1.00	1
com/github/mobile/ui/gist/GistsFragment.onOptionsItemSelected:(Lcom/actionbarsherlock/view/MenuItem;)Z	8	6.00	1
com/github/mobile/ui/gist/GistsFragment.createAdapter:(Ljava/util/List;)Lcom/github/kevinsawicki/wishlist/SingleTypeAdapter	1	1.00	1
com/github/mobile/ui/gist/GistsFragment.getErrorMessage:(Ljava/lang/Exception;)I	1	1.00	1
com/github/mobile/ui/gist/GistsFragment.getLoadingMessage:()I	1	1.00	1
com/github/mobile/ui/gist/GistsFragment.onActivityCreated:(Landroid/os/Bundle;)V	2	2.00	1
com/github/mobile/ui/gist/GistsFragment.onActivityResult:(I;I;Landroid/content/Intent;)V	5	3.50	1
com/github/mobile/ui/gist/GistsFragment.onListItemClick:(Landroid/widget/ListView;Landroid/view/View;I;J;)V	1	1.00	1
com/github/mobile/ui/gist/GistsPagerAdapter.<init>:(Lcom/actionbarsherlock/app/SherlockFragmentActivity;[Ljava/lang/String;)V	2	2.00	1
com/github/mobile/ui/gist/GistsPagerAdapter.getItem:(I;)Landroid/support/v4/app/Fragment	5	5.00	1
com/github/mobile/ui/gist/GistsPagerAdapter.getCount:()I	1	1.00	1
com/github/mobile/ui/gist/GistsViewActivity.createIntent:(Ljava/util/List;I;)Landroid/content/Intent	5	4.50	1
com/github/mobile/ui/gist/GistsViewActivity.createIntent:(Lorg/eclipse/egit/github/core/Gist;)Landroid/content/Intent	1	1.00	6
com/github/mobile/ui/gist/GistsViewActivity.onOptionsItemSelected:(Lcom/actionbarsherlock/view/MenuItem;)Z	14	9.00	1
com/github/mobile/ui/gist/GistsViewActivity.getProvider:()Lcom/github/mobile/ui/FragmentProvider	1	1.00	1
com/github/mobile/ui/gist/GistsViewActivity.loaded:(Lorg/eclipse/egit/github/core/Gist;)V	2	1.50	1
com/github/mobile/ui/gist/GistsViewActivity.onCreate:(Landroid/os/Bundle;)V	18	14.63	1
com/github/mobile/ui/gist/GistsViewActivity.onDialogResult:(I;I;Landroid/os/Bundle;)V	5	3.50	1
com/github/mobile/ui/gist/GistsViewActivity.onPageSelected:(I;)V	4	4.00	1
com/github/mobile/ui/gist/GistsViewActivity.startActivity:(Landroid/content/Intent;)V	5	4.00	1
com/github/mobile/ui/gist/GistsViewActivity.updateActionBar:(Lorg/eclipse/egit/github/core/Gist;Ljava/lang/String;)V	13	9.00	2
com/github/mobile/ui/gist/MyGistsFragment.createPager:()Lcom/github/mobile/core/ResourcePager	4	4.00	1
com/github/mobile/ui/gist/MyGistsFragment$.createIterator:(I;I;)Lorg/eclipse/egit/github/core/client/PageIterator	1	1.00	1
com/github/mobile/ui/gist/MyGistsFragment.onActivityResult:(I;I;Landroid/content/Intent;)V	4	3.00	1
com/github/mobile/ui/gist/PublicGistsFragment.createPager:()Lcom/github/mobile/core/ResourcePager	4	4.00	1
com/github/mobile/ui/gist/PublicGistsFragment$.createIterator:(I;I;)Lorg/eclipse/egit/github/core/client/PageIterator	1	1.00	1
com/github/mobile/ui/gist/RandomGistTask.<init>:(Landroid/app/Activity;)V	1	1.00	1
com/github/mobile/ui/gist/RandomGistTask.run:(Landroid/accounts/Account;)Lorg/eclipse/egit/github/core/Gist	10	8.50	1
com/github/mobile/ui/gist/RandomGistTask.onException:(Ljava/lang/Exception;)V	3	3.00	1
com/github/mobile/ui/gist/RandomGistTask.onSuccess:(Lorg/eclipse/egit/github/core/Gist;)V	2	2.00	1
com/github/mobile/ui/gist/RandomGistTask.start:()V	2	2.00	1
com/github/mobile/ui/gist/StarredGistsFragment.createPager:()Lcom/github/mobile/core/ResourcePager	4	4.00	1
com/github/mobile/ui/gist/StarredGistsFragment$.createIterator:(I;I;)Lorg/eclipse/egit/github/core/client/PageIterator	1	1.00	1
com/github/mobile/ui/issue/AssigneeDialog.<init>:(Lcom/github/mobile/ui/DialogFragmentActivity;I;Lorg/eclipse/egit/github/core/IRepositoryIdProvider;Lorg/eclipse/egit/github/core/service/CollaboratorService;)V	4	4.00	3
com/github/mobile/ui/issue/AssigneeDialog.load:(Lorg/eclipse/egit/github/core/User;)V	23	23.00	1
com/github/mobile/ui/issue/AssigneeDialog$.run:(Landroid/accounts/Account;)Ljava/util/List	6	5.50	1
com/github/mobile/ui/issue/AssigneeDialog$.execute:()V	2	2.00	1
