Total method loc: 8777.0
Total method aloc: 12259.75
Code compression rate: 28.4080017944901%
==============================
method	sloc	dloc	ncalls
com/github/mobile/core/issue/IssuePager.register:(Lorg/eclipse/egit/github/core/Issue;)Lorg/eclipse/egit/github/core/Issue	1	1.00	1
com/github/mobile/core/issue/IssueStore.<init>:(Lorg/eclipse/egit/github/core/service/IssueService;Lorg/eclipse/egit/github/core/service/PullRequestService;)V	2	2.00	1
com/github/mobile/core/issue/IssueStore.addIssue:(Lorg/eclipse/egit/github/core/IRepositoryIdProvider;Lorg/eclipse/egit/github/core/Issue;)Lorg/eclipse/egit/github/core/RepositoryIssue	26	14.25	3
com/github/mobile/core/issue/IssueStore.addIssue:(Lorg/eclipse/egit/github/core/Issue;)Lorg/eclipse/egit/github/core/RepositoryIssue	6	5.00	3
com/github/mobile/core/issue/IssueStore.createRepositoryIssue:(Lorg/eclipse/egit/github/core/Issue;)Lorg/eclipse/egit/github/core/RepositoryIssue	22	21.50	1
com/github/mobile/core/issue/IssueStore.editIssue:(Lorg/eclipse/egit/github/core/IRepositoryIdProvider;Lorg/eclipse/egit/github/core/Issue;)Lorg/eclipse/egit/github/core/RepositoryIssue	1	1.00	5
com/github/mobile/core/issue/IssueStore.getIssue:(Lorg/eclipse/egit/github/core/IRepositoryIdProvider;I;)Lorg/eclipse/egit/github/core/RepositoryIssue	2	2.00	5
com/github/mobile/core/issue/IssueStore.refreshIssue:(Lorg/eclipse/egit/github/core/IRepositoryIdProvider;I;)Lorg/eclipse/egit/github/core/RepositoryIssue	14	11.00	1
com/github/mobile/core/issue/IssueUriMatcher.getIssue:(Landroid/net/Uri;)Lorg/eclipse/egit/github/core/RepositoryIssue	30	26.50	1
com/github/mobile/core/issue/IssueUrlMatcher.getNumber:(Ljava/lang/String;)I	6	5.50	2
com/github/mobile/core/issue/IssueUtils.isPullRequest:(Lorg/eclipse/egit/github/core/Issue;)Z	1	1.00	11
com/github/mobile/core/issue/IssueUtils.toIssue:(Lorg/eclipse/egit/github/core/PullRequest;)Lorg/eclipse/egit/github/core/Issue	21	20.50	3
com/github/mobile/core/issue/RefreshIssueTask.<init>:(Landroid/content/Context;Lorg/eclipse/egit/github/core/IRepositoryIdProvider;I;Lcom/github/mobile/util/HttpImageGetter;Lcom/github/mobile/util/HttpImageGetter;)V	5	5.00	1
com/github/mobile/core/issue/RefreshIssueTask.run:(Landroid/accounts/Account;)Lcom/github/mobile/core/issue/FullIssue	12	9.50	1
com/github/mobile/core/issue/RefreshIssueTask.onException:(Ljava/lang/Exception;)V	2	2.00	1
com/github/mobile/core/ref/RefUtils.isBranch:(Lorg/eclipse/egit/github/core/Reference;)Z	5	3.50	1
com/github/mobile/core/ref/RefUtils.isTag:(Ljava/lang/String;)Z	1	1.00	2
com/github/mobile/core/ref/RefUtils.isTag:(Lorg/eclipse/egit/github/core/Reference;)Z	1	1.00	2
com/github/mobile/core/ref/RefUtils.isValid:(Lorg/eclipse/egit/github/core/Reference;)Z	4	3.50	1
com/github/mobile/core/ref/RefUtils.getName:(Ljava/lang/String;)Ljava/lang/String	10	7.50	3
com/github/mobile/core/ref/RefUtils.getName:(Lorg/eclipse/egit/github/core/Reference;)Ljava/lang/String	4	3.00	2
com/github/mobile/core/ref/RefUtils.getPath:(Lorg/eclipse/egit/github/core/Reference;)Ljava/lang/String	7	5.50	1
com/github/mobile/core/repo/RefreshRepositoryTask.<init>:(Landroid/content/Context;Lorg/eclipse/egit/github/core/IRepositoryIdProvider;)V	2	2.00	3
com/github/mobile/core/repo/RefreshRepositoryTask.run:(Landroid/accounts/Account;)Lorg/eclipse/egit/github/core/Repository	1	1.00	1
com/github/mobile/core/repo/RefreshRepositoryTask.onException:(Ljava/lang/Exception;)V	2	2.00	1
com/github/mobile/core/repo/RepositoryEventMatcher.getRepository:(Lorg/eclipse/egit/github/core/event/Event;)Lorg/eclipse/egit/github/core/Repository	13	9.75	1
com/github/mobile/core/repo/RepositoryEventMatcher.getRepository:(Lorg/eclipse/egit/github/core/event/EventRepository;Lorg/eclipse/egit/github/core/User;Lorg/eclipse/egit/github/core/User;)Lorg/eclipse/egit/github/core/Repository	17	14.50	5
com/github/mobile/core/repo/RepositoryUriMatcher.getRepository:(Landroid/net/Uri;)Lorg/eclipse/egit/github/core/Repository	15	13.00	1
com/github/mobile/core/repo/RepositoryUtils.isComplete:(Lorg/eclipse/egit/github/core/Repository;)Z	1	1.00	1
com/github/mobile/core/repo/RepositoryUtils.isValidOwner:(Ljava/lang/String;)Z	6	4.50	4
com/github/mobile/core/repo/StarRepositoryTask.<init>:(Landroid/content/Context;Lorg/eclipse/egit/github/core/IRepositoryIdProvider;)V	2	2.00	1
com/github/mobile/core/repo/StarRepositoryTask.run:(Landroid/accounts/Account;)Ljava/lang/Void	2	2.00	1
com/github/mobile/core/repo/StarRepositoryTask.onException:(Ljava/lang/Exception;)V	2	2.00	1
com/github/mobile/core/repo/StarRepositoryTask.start:()V	2	2.00	1
com/github/mobile/core/repo/StarredRepositoryTask.<init>:(Landroid/content/Context;Lorg/eclipse/egit/github/core/IRepositoryIdProvider;)V	2	2.00	1
com/github/mobile/core/repo/StarredRepositoryTask.run:(Landroid/accounts/Account;)Ljava/lang/Boolean	1	1.00	1
com/github/mobile/core/repo/StarredRepositoryTask.onException:(Ljava/lang/Exception;)V	2	2.00	1
com/github/mobile/core/repo/UnstarRepositoryTask.<init>:(Landroid/content/Context;Lorg/eclipse/egit/github/core/IRepositoryIdProvider;)V	2	2.00	1
com/github/mobile/core/repo/UnstarRepositoryTask.run:(Landroid/accounts/Account;)Ljava/lang/Void	2	2.00	1
com/github/mobile/core/repo/UnstarRepositoryTask.onException:(Ljava/lang/Exception;)V	2	2.00	1
com/github/mobile/core/repo/UnstarRepositoryTask.start:()V	2	2.00	1
com/github/mobile/core/search/SearchUser.setCreatedAt:(Ljava/util/Date;)Lcom/github/mobile/core/search/SearchUser	2	2.00	1
com/github/mobile/core/search/SearchUser.setFollowers:(I;)Lcom/github/mobile/core/search/SearchUser	2	2.00	1
com/github/mobile/core/search/SearchUser.setGravatarId:(Ljava/lang/String;)Lcom/github/mobile/core/search/SearchUser	2	2.00	1
com/github/mobile/core/search/SearchUser.setId:(Ljava/lang/String;)Lcom/github/mobile/core/search/SearchUser	2	2.00	1
com/github/mobile/core/search/SearchUser.setLanguage:(Ljava/lang/String;)Lcom/github/mobile/core/search/SearchUser	2	2.00	1
com/github/mobile/core/search/SearchUser.setLocation:(Ljava/lang/String;)Lcom/github/mobile/core/search/SearchUser	2	2.00	1
com/github/mobile/core/search/SearchUser.setLogin:(Ljava/lang/String;)Lcom/github/mobile/core/search/SearchUser	2	2.00	1
com/github/mobile/core/search/SearchUser.setName:(Ljava/lang/String;)Lcom/github/mobile/core/search/SearchUser	2	2.00	1
com/github/mobile/core/search/SearchUser.getFollowers:()I	1	1.00	1
com/github/mobile/core/search/SearchUser.getGravatarId:()Ljava/lang/String	1	1.00	1
com/github/mobile/core/search/SearchUser.getId:()Ljava/lang/String	1	1.00	2
com/github/mobile/core/search/SearchUser.getLanguage:()Ljava/lang/String	1	1.00	1
com/github/mobile/core/search/SearchUser.getLocation:()Ljava/lang/String	1	1.00	1
com/github/mobile/core/search/SearchUser.getLogin:()Ljava/lang/String	1	1.00	2
com/github/mobile/core/search/SearchUser.getName:()Ljava/lang/String	1	1.00	1
com/github/mobile/core/search/SearchUser.getCreatedAt:()Ljava/util/Date	1	1.00	1
com/github/mobile/core/search/SearchUserService$UserContainer.getResources:()Ljava/util/List	1	1.00	0
com/github/mobile/core/search/SearchUserService.<init>:()V	1	1.00	1
com/github/mobile/core/search/SearchUserService.<init>:(Lorg/eclipse/egit/github/core/client/GitHubClient;)V	1	1.00	1
com/github/mobile/core/search/SearchUserService.searchUsers:(Ljava/lang/String;)Ljava/util/List	1	1.00	1
com/github/mobile/core/search/SearchUserService.searchUsers:(Ljava/lang/String;I;)Ljava/util/List	16	14.00	2
com/github/mobile/core/search/SearchUserService.searchUsers:(Ljava/util/Map;)Ljava/util/List	1	1.00	1
com/github/mobile/core/search/SearchUserService.searchUsers:(Ljava/util/Map;I;)Ljava/util/List	8	6.50	1
com/github/mobile/core/user/FollowUserTask.<init>:(Landroid/content/Context;Ljava/lang/String;)V	2	2.00	1
com/github/mobile/core/user/FollowUserTask.run:(Landroid/accounts/Account;)Lorg/eclipse/egit/github/core/User	2	2.00	1
com/github/mobile/core/user/FollowUserTask.onException:(Ljava/lang/Exception;)V	2	2.00	1
com/github/mobile/core/user/FollowUserTask.start:()V	2	2.00	1
com/github/mobile/core/user/FollowingUserTask.<init>:(Landroid/content/Context;Ljava/lang/String;)V	2	2.00	1
com/github/mobile/core/user/FollowingUserTask.run:(Landroid/accounts/Account;)Ljava/lang/Boolean	1	1.00	1
com/github/mobile/core/user/FollowingUserTask.onException:(Ljava/lang/Exception;)V	2	2.00	1
com/github/mobile/core/user/RefreshUserTask.<init>:(Landroid/content/Context;Ljava/lang/String;)V	2	2.00	3
com/github/mobile/core/user/RefreshUserTask.run:(Landroid/accounts/Account;)Lorg/eclipse/egit/github/core/User	1	1.00	1
com/github/mobile/core/user/RefreshUserTask.onException:(Ljava/lang/Exception;)V	2	2.00	1
com/github/mobile/core/user/UnfollowUserTask.<init>:(Landroid/content/Context;Ljava/lang/String;)V	2	2.00	1
com/github/mobile/core/user/UnfollowUserTask.run:(Landroid/accounts/Account;)Lorg/eclipse/egit/github/core/User	2	2.00	1
com/github/mobile/core/user/UnfollowUserTask.onException:(Ljava/lang/Exception;)V	2	2.00	1
com/github/mobile/core/user/UnfollowUserTask.start:()V	2	2.00	1
com/github/mobile/core/user/UserComparator.<init>:(Lcom/github/mobile/accounts/GitHubAccount;)V	1	1.00	1
com/github/mobile/core/user/UserComparator.compare:(Lorg/eclipse/egit/github/core/User;Lorg/eclipse/egit/github/core/User;)I	7	6.00	1
com/github/mobile/core/user/UserEventMatcher$UserPair.<init>:(Lorg/eclipse/egit/github/core/User;Lorg/eclipse/egit/github/core/User;)V	2	2.00	1
com/github/mobile/core/user/UserEventMatcher.getUsers:(Lorg/eclipse/egit/github/core/event/Event;)Lcom/github/mobile/core/user/UserEventMatcher$UserPair	12	8.75	1
com/github/mobile/core/user/UserPager.getId:(Lorg/eclipse/egit/github/core/User;)Ljava/lang/Object	1	1.00	1
com/github/mobile/core/user/UserUriMatcher.getUser:(Landroid/net/Uri;)Lorg/eclipse/egit/github/core/User	9	7.50	1
com/github/mobile/core/user/UserUrlMatcher.getLogin:(Ljava/lang/String;)Ljava/lang/String	7	5.50	2
com/github/mobile/core/ItemStore$ItemReference.<init>:(LV;Ljava/lang/Object;Ljava/lang/ref/ReferenceQueue;)V	2	2.00	1
com/github/mobile/core/ItemStore$ItemReferences.<init>:()V	2	2.00	3
com/github/mobile/core/ItemStore$ItemReferences.get:(Ljava/lang/Object;)LV	3	3.00	3
com/github/mobile/core/ItemStore$ItemReferences.expungeEntries:()V	3	2.50	2
com/github/mobile/core/ItemStore$ItemReferences.put:(Ljava/lang/Object;LV;)V	2	2.00	0
com/github/mobile/core/ResourcePager.register:(LE;)LE	1	1.00	1
com/github/mobile/core/ResourcePager.hasMore:()Z	1	1.00	2
com/github/mobile/core/ResourcePager.next:()Z	22	15.13	1
com/github/mobile/core/ResourcePager.clear:()Lcom/github/mobile/core/ResourcePager	5	5.00	3
com/github/mobile/core/ResourcePager.reset:()Lcom/github/mobile/core/ResourcePager	2	2.00	2
com/github/mobile/core/ResourcePager.size:()I	1	1.00	1
com/github/mobile/core/ResourcePager.getResources:()Ljava/util/List	1	1.00	1
com/github/mobile/core/UrlMatcher.isMatch:(Ljava/lang/String;Ljava/util/regex/Matcher;)Z	1	1.00	4
com/github/mobile/persistence/AccountDataManager.read:(Ljava/io/File;)LV	6	5.50	1
com/github/mobile/persistence/AccountDataManager.getContext:()Landroid/content/Context	1	1.00	1
com/github/mobile/persistence/AccountDataManager.query:(Landroid/database/sqlite/SQLiteOpenHelper;Ljava/lang/String;[Ljava/lang/String;)Landroid/database/Cursor	1	1.00	1
com/github/mobile/persistence/AccountDataManager.query:(Landroid/database/sqlite/SQLiteOpenHelper;Ljava/lang/String;[Ljava/lang/String;Ljava/lang/String;[Ljava/lang/String;)Landroid/database/Cursor	3	3.00	1
com/github/mobile/persistence/AccountDataManager.write:(Ljava/io/File;Ljava/lang/Object;)Lcom/github/mobile/persistence/AccountDataManager	2	2.00	2
com/github/mobile/persistence/AccountDataManager.getIssueFilters:()Ljava/util/Collection	5	4.50	2
com/github/mobile/persistence/AccountDataManager.getOrgs:(Z;)Ljava/util/List	1	1.00	2
com/github/mobile/persistence/AccountDataManager.getRepos:(Lorg/eclipse/egit/github/core/User;Z;)Ljava/util/List	2	2.00	1
com/github/mobile/persistence/AccountDataManager.addIssueFilter:(Lcom/github/mobile/core/issue/IssueFilter;)V	6	5.00	1
com/github/mobile/persistence/AccountDataManager.addIssueFilter:(Lcom/github/mobile/core/issue/IssueFilter;Lcom/github/mobile/RequestFuture;)V	12	12.00	1
com/github/mobile/persistence/AccountDataManager$.run:(Landroid/accounts/Account;)Lcom/github/mobile/core/issue/IssueFilter	2	2.00	1
com/github/mobile/persistence/AccountDataManager$.onException:(Ljava/lang/Exception;)V	1	1.00	1
com/github/mobile/persistence/AccountDataManager$.onSuccess:(Lcom/github/mobile/core/issue/IssueFilter;)V	1	1.00	1
com/github/mobile/persistence/AccountDataManager.getIssueFilters:(Lcom/github/mobile/RequestFuture;)V	8	8.00	1
com/github/mobile/persistence/AccountDataManager$.run:(Landroid/accounts/Account;)Ljava/util/Collection	1	1.00	1
com/github/mobile/persistence/AccountDataManager$.onSuccess:(Ljava/util/Collection;)V	1	1.00	1
com/github/mobile/persistence/AccountDataManager.removeIssueFilter:(Lcom/github/mobile/core/issue/IssueFilter;)V	4	3.50	1
com/github/mobile/persistence/AccountDataManager.removeIssueFilter:(Lcom/github/mobile/core/issue/IssueFilter;Lcom/github/mobile/RequestFuture;)V	12	12.00	1
com/github/mobile/persistence/AccountDataManager$.run:(Landroid/accounts/Account;)Lcom/github/mobile/core/issue/IssueFilter	2	2.00	1
com/github/mobile/persistence/AccountDataManager$.onException:(Ljava/lang/Exception;)V	1	1.00	1
com/github/mobile/persistence/AccountDataManager$.onSuccess:(Lcom/github/mobile/core/issue/IssueFilter;)V	1	1.00	1
com/github/mobile/persistence/CacheHelper.<init>:(Landroid/content/Context;)V	1	1.00	1
com/github/mobile/persistence/CacheHelper.onCreate:(Landroid/database/sqlite/SQLiteDatabase;)V	3	3.00	1
com/github/mobile/persistence/CacheHelper.onUpgrade:(Landroid/database/sqlite/SQLiteDatabase;I;I;)V	4	4.00	1
com/github/mobile/persistence/DatabaseCache.loadFromDB:(Landroid/database/sqlite/SQLiteOpenHelper;Lcom/github/mobile/persistence/PersistableResource;)Ljava/util/List	14	12.50	1
com/github/mobile/persistence/DatabaseCache.loadOrRequest:(Lcom/github/mobile/persistence/PersistableResource;)Ljava/util/List	9	8.00	2
com/github/mobile/persistence/DatabaseCache.requestAndStore:(Landroid/database/sqlite/SQLiteOpenHelper;Lcom/github/mobile/persistence/PersistableResource;)Ljava/util/List	11	10.50	2
com/github/mobile/persistence/DatabaseCache.requestAndStore:(Lcom/github/mobile/persistence/PersistableResource;)Ljava/util/List	5	5.00	4
com/github/mobile/persistence/DatabaseCache.getReadable:(Landroid/database/sqlite/SQLiteOpenHelper;)Landroid/database/sqlite/SQLiteDatabase	7	7.00	1
com/github/mobile/persistence/DatabaseCache.getWritable:(Landroid/database/sqlite/SQLiteOpenHelper;)Landroid/database/sqlite/SQLiteDatabase	7	7.00	1
com/github/mobile/persistence/OrganizationRepositories.<init>:(Lorg/eclipse/egit/github/core/User;Lorg/eclipse/egit/github/core/service/RepositoryService;Lorg/eclipse/egit/github/core/service/WatcherService;Lcom/google/inject/Provider;)V	4	4.00	1
com/github/mobile/persistence/OrganizationRepositories.getCursor:(Landroid/database/sqlite/SQLiteDatabase;)Landroid/database/Cursor	3	3.00	1
com/github/mobile/persistence/OrganizationRepositories.isAuthenticatedUser:()Z	1	1.00	1
com/github/mobile/persistence/OrganizationRepositories.toString:()Ljava/lang/String	1	1.00	1
com/github/mobile/persistence/OrganizationRepositories.request:()Ljava/util/List	16	9.00	1
com/github/mobile/persistence/OrganizationRepositories$.compare:(Lorg/eclipse/egit/github/core/Repository;Lorg/eclipse/egit/github/core/Repository;)I	7	6.00	0
com/github/mobile/persistence/OrganizationRepositories.loadFrom:(Landroid/database/Cursor;)Lorg/eclipse/egit/github/core/Repository	17	17.00	1
com/github/mobile/persistence/OrganizationRepositories.store:(Landroid/database/sqlite/SQLiteDatabase;Ljava/util/List;)V	25	14.50	1
com/github/mobile/persistence/Organizations.<init>:(Lorg/eclipse/egit/github/core/service/OrganizationService;Lorg/eclipse/egit/github/core/service/UserService;)V	2	2.00	1
com/github/mobile/persistence/Organizations.getCursor:(Landroid/database/sqlite/SQLiteDatabase;)Landroid/database/Cursor	3	3.00	1
com/github/mobile/persistence/Organizations.request:()Ljava/util/List	6	6.00	1
com/github/mobile/persistence/Organizations.loadFrom:(Landroid/database/Cursor;)Lorg/eclipse/egit/github/core/User	5	5.00	1
com/github/mobile/persistence/Organizations.store:(Landroid/database/sqlite/SQLiteDatabase;Ljava/util/List;)V	11	7.50	1
com/github/mobile/sync/ContentProviderAdapter.query:(Landroid/net/Uri;[Ljava/lang/String;Ljava/lang/String;[Ljava/lang/String;Ljava/lang/String;)Landroid/database/Cursor	1	1.00	1
com/github/mobile/sync/ContentProviderAdapter.insert:(Landroid/net/Uri;Landroid/content/ContentValues;)Landroid/net/Uri	1	1.00	1
com/github/mobile/sync/ContentProviderAdapter.onCreate:()Z	1	1.00	1
com/github/mobile/sync/ContentProviderAdapter.delete:(Landroid/net/Uri;Ljava/lang/String;[Ljava/lang/String;)I	1	1.00	1
com/github/mobile/sync/ContentProviderAdapter.update:(Landroid/net/Uri;Landroid/content/ContentValues;Ljava/lang/String;[Ljava/lang/String;)I	1	1.00	1
com/github/mobile/sync/ContentProviderAdapter.getType:(Landroid/net/Uri;)Ljava/lang/String	1	1.00	1
com/github/mobile/sync/SyncAdapter.<init>:(Landroid/content/Context;)V	1	1.00	1
com/github/mobile/sync/SyncAdapter.cancelCampaign:()V	2	1.50	2
com/github/mobile/sync/SyncAdapter.onPerformSync:(Landroid/accounts/Account;Landroid/os/Bundle;Ljava/lang/String;Landroid/content/ContentProviderClient;Landroid/content/SyncResult;)V	11	11.00	1
com/github/mobile/sync/SyncAdapter.onSyncCanceled:()V	1	1.00	1
com/github/mobile/sync/SyncAdapterService.onBind:(Landroid/content/Intent;)Landroid/os/IBinder	1	1.00	1
com/github/mobile/sync/SyncCampaign.<init>:(Landroid/content/SyncResult;)V	1	1.00	1
com/github/mobile/sync/SyncCampaign.cancel:()V	2	2.00	1
com/github/mobile/sync/SyncCampaign.run:()V	27	20.75	1
com/github/mobile/ui/code/RepositoryCodeFragment.onCreateView:(Landroid/view/LayoutInflater;Landroid/view/ViewGroup;Landroid/os/Bundle;)Landroid/view/View	1	1.00	1
com/github/mobile/ui/code/RepositoryCodeFragment.onBackPressed:()Z	5	3.50	1
com/github/mobile/ui/code/RepositoryCodeFragment.onOptionsItemSelected:(Lcom/actionbarsherlock/view/MenuItem;)Z	9	5.50	1
com/github/mobile/ui/code/RepositoryCodeFragment.onActivityCreated:(Landroid/os/Bundle;)V	5	4.00	1
com/github/mobile/ui/code/RepositoryCodeFragment.onAttach:(Landroid/app/Activity;)V	2	2.00	1
com/github/mobile/ui/code/RepositoryCodeFragment.onCreateOptionsMenu:(Lcom/actionbarsherlock/view/Menu;Lcom/actionbarsherlock/view/MenuInflater;)V	1	1.00	1
com/github/mobile/ui/code/RepositoryCodeFragment.onDialogResult:(I;I;Landroid/os/Bundle;)V	6	4.50	1
com/github/mobile/ui/code/RepositoryCodeFragment.onItemClick:(Landroid/widget/AdapterView;Landroid/view/View;I;J;)V	7	5.50	1
com/github/mobile/ui/code/RepositoryCodeFragment.onViewCreated:(Landroid/view/View;Landroid/os/Bundle;)V	20	19.50	1
com/github/mobile/ui/code/RepositoryCodeFragment$.onClick:(Landroid/view/View;)V	1	1.00	1
com/github/mobile/ui/code/RepositoryCodeFragment.refreshTree:(Lorg/eclipse/egit/github/core/Reference;)V	28	28.00	4
com/github/mobile/ui/code/RepositoryCodeFragment$.onException:(Ljava/lang/Exception;)V	3	3.00	1
com/github/mobile/ui/code/RepositoryCodeFragment$.onSuccess:(Lcom/github/mobile/core/code/FullTree;)V	18	8.63	1
com/github/mobile/ui/code/RepositoryCodeFragment.setFolder:(Lcom/github/mobile/core/code/FullTree;Lcom/github/mobile/core/code/FullTree$Folder;)V	35	19.75	7
com/github/mobile/ui/code/RepositoryCodeFragment$.onClick:(Landroid/view/View;)V	6	4.25	1
com/github/mobile/ui/code/RepositoryCodeFragment.showLoading:(Z;)V	3	3.00	3
com/github/mobile/ui/code/RepositoryCodeFragment.switchBranches:()V	5	4.00	1
com/github/mobile/ui/comment/CommentListAdapter.<init>:(Landroid/view/LayoutInflater;Lcom/github/mobile/util/AvatarLoader;Lcom/github/mobile/util/HttpImageGetter;)V	1	1.00	2
com/github/mobile/ui/comment/CommentListAdapter.<init>:(Landroid/view/LayoutInflater;[Lorg/eclipse/egit/github/core/Comment;Lcom/github/mobile/util/AvatarLoader;Lcom/github/mobile/util/HttpImageGetter;)V	4	4.00	1
com/github/mobile/ui/comment/CommentListAdapter.initialize:(Landroid/view/View;)Landroid/view/View	3	3.00	1
com/github/mobile/ui/comment/CommentListAdapter.getChildViewIds:()[I	1	1.00	1
com/github/mobile/ui/comment/CommentListAdapter.getItemId:(I;)J	1	1.00	1
com/github/mobile/ui/comment/CommentListAdapter.update:(I;Lorg/eclipse/egit/github/core/Comment;)V	4	4.00	1
com/github/mobile/ui/comment/CommentPreviewPagerAdapter.<init>:(Lcom/actionbarsherlock/app/SherlockFragmentActivity;Lorg/eclipse/egit/github/core/IRepositoryIdProvider;)V	2	2.00	3
com/github/mobile/ui/comment/CommentPreviewPagerAdapter.getItem:(I;)Landroid/support/v4/app/Fragment	9	6.50	1
com/github/mobile/ui/comment/CommentPreviewPagerAdapter.setCurrentItem:(I;)Lcom/github/mobile/ui/comment/CommentPreviewPagerAdapter	3	2.50	1
com/github/mobile/ui/comment/CommentPreviewPagerAdapter.getCount:()I	1	1.00	1
com/github/mobile/ui/comment/CommentPreviewPagerAdapter.getCommentText:()Ljava/lang/String	1	1.00	3
com/github/mobile/ui/comment/CreateCommentActivity.onCreateOptionsMenu:(Lcom/actionbarsherlock/view/Menu;)Z	3	3.00	1
com/github/mobile/ui/comment/CreateCommentActivity.onOptionsItemSelected:(Lcom/actionbarsherlock/view/MenuItem;)Z	6	4.50	1
com/github/mobile/ui/comment/CreateCommentActivity.createAdapter:()Lcom/github/mobile/ui/comment/CommentPreviewPagerAdapter	1	1.00	1
com/github/mobile/ui/comment/CreateCommentActivity.getIcon:(I;)Ljava/lang/String	7	5.50	1
com/github/mobile/ui/comment/CreateCommentActivity.getTitle:(I;)Ljava/lang/String	7	5.50	1
com/github/mobile/ui/comment/CreateCommentActivity.finish:(Lorg/eclipse/egit/github/core/Comment;)V	4	4.00	3
com/github/mobile/ui/comment/CreateCommentActivity.invalidateOptionsMenu:()V	3	2.50	1
com/github/mobile/ui/comment/CreateCommentActivity.onCreate:(Landroid/os/Bundle;)V	9	6.00	3
com/github/mobile/ui/comment/CreateCommentActivity$.onViewAttachedToWindow:(Landroid/view/View;)V	1	1.00	1
com/github/mobile/ui/comment/CreateCommentActivity$.onViewDetachedFromWindow:(Landroid/view/View;)V	0	0.00	1
com/github/mobile/ui/comment/CreateCommentActivity.setCurrentItem:(I;)V	2	2.00	1
com/github/mobile/ui/comment/RawCommentFragment.onCreateView:(Landroid/view/LayoutInflater;Landroid/view/ViewGroup;Landroid/os/Bundle;)Landroid/view/View	1	1.00	1
com/github/mobile/ui/comment/RawCommentFragment.getText:()Ljava/lang/String	1	1.00	1
com/github/mobile/ui/comment/RawCommentFragment.onViewCreated:(Landroid/view/View;Landroid/os/Bundle;)V	13	13.00	1
com/github/mobile/ui/comment/RawCommentFragment$.afterTextChanged:(Landroid/text/Editable;)V	3	2.50	1
com/github/mobile/ui/comment/RawCommentFragment$.onTouch:(Landroid/view/View;Landroid/view/MotionEvent;)Z	2	2.00	1
com/github/mobile/ui/comment/RenderedCommentFragment.onCreateLoader:(I;Landroid/os/Bundle;)Landroid/support/v4/content/Loader	3	3.00	1
com/github/mobile/ui/comment/RenderedCommentFragment.onCreateView:(Landroid/view/LayoutInflater;Landroid/view/ViewGroup;Landroid/os/Bundle;)Landroid/view/View	1	1.00	1
com/github/mobile/ui/comment/RenderedCommentFragment.onLoadFinished:(Landroid/support/v4/content/Loader;Ljava/lang/CharSequence;)V	4	3.50	1
com/github/mobile/ui/comment/RenderedCommentFragment.onLoaderReset:(Landroid/support/v4/content/Loader;)V	0	0.00	1
com/github/mobile/ui/comment/RenderedCommentFragment.onViewCreated:(Landroid/view/View;Landroid/os/Bundle;)V	3	3.00	1
com/github/mobile/ui/comment/RenderedCommentFragment.setText:(Ljava/lang/String;Lorg/eclipse/egit/github/core/IRepositoryIdProvider;)V	7	6.50	1
com/github/mobile/ui/comment/RenderedCommentFragment.showLoading:(Z;)V	2	2.00	2
com/github/mobile/ui/commit/CommitCompareListFragment.onCreateView:(Landroid/view/LayoutInflater;Landroid/view/ViewGroup;Landroid/os/Bundle;)Landroid/view/View	1	1.00	1
com/github/mobile/ui/commit/CommitCompareListFragment.onOptionsItemSelected:(Lcom/actionbarsherlock/view/MenuItem;)Z	8	6.00	1
com/github/mobile/ui/commit/CommitCompareListFragment.addFileStatHeader:(Ljava/util/List;Landroid/view/LayoutInflater;)V	3	3.00	1
com/github/mobile/ui/commit/CommitCompareListFragment.compareCommits:()V	18	18.00	2
com/github/mobile/ui/commit/CommitCompareListFragment$.run:(Landroid/accounts/Account;)Lorg/eclipse/egit/github/core/RepositoryCommitCompare	6	5.50	1
com/github/mobile/ui/commit/CommitCompareListFragment$.onException:(Ljava/lang/Exception;)V	2	2.00	1
com/github/mobile/ui/commit/CommitCompareListFragment$.onSuccess:(Lorg/eclipse/egit/github/core/RepositoryCommitCompare;)V	2	2.00	1
com/github/mobile/ui/commit/CommitCompareListFragment.onAttach:(Landroid/app/Activity;)V	4	4.00	1
com/github/mobile/ui/commit/CommitCompareListFragment.onCreate:(Landroid/os/Bundle;)V	3	3.00	1
com/github/mobile/ui/commit/CommitCompareListFragment.onCreateOptionsMenu:(Lcom/actionbarsherlock/view/Menu;Lcom/actionbarsherlock/view/MenuInflater;)V	1	1.00	1
com/github/mobile/ui/commit/CommitCompareListFragment.onItemClick:(Landroid/widget/AdapterView;Landroid/view/View;I;J;)V	7	5.50	1
com/github/mobile/ui/commit/CommitCompareListFragment.onViewCreated:(Landroid/view/View;Landroid/os/Bundle;)V	8	8.00	1
com/github/mobile/ui/commit/CommitCompareListFragment.openCommit:(Lorg/eclipse/egit/github/core/RepositoryCommit;)V	12	5.50	1
com/github/mobile/ui/commit/CommitCompareListFragment.openFile:(Lorg/eclipse/egit/github/core/CommitFile;)V	2	1.50	2
com/github/mobile/ui/commit/CommitCompareListFragment.openLine:(Landroid/widget/AdapterView;I;)V	6	3.50	1
com/github/mobile/ui/commit/CommitCompareListFragment.updateList:(Lorg/eclipse/egit/github/core/RepositoryCommitCompare;)V	27	18.75	1
com/github/mobile/ui/commit/CommitCompareViewActivity.createIntent:(Lorg/eclipse/egit/github/core/Repository;Ljava/lang/String;Ljava/lang/String;)Landroid/content/Intent	5	5.00	2
